1, -0.138, NaN, 0.0106, 0.2387, 0.0754, -0.0296, -0.0067, -0.0794, 0.0106, 0.1364, 0.1531, 0.1084, 0.0308, -0.0528, 0.138, 0.2058, 0.1623, 0.0634, -0.1364, -0.2496, -0.1659, 0.118, 0.0634, 0.101, 0.2303, 0.0786, -0.1089, -0.0355, 0.0634, 0.2359, -0.0439, -0.1247, 0.2387, 0.1474, NaN, 0.0475, 0.1686, 0.1364, -0.2248, 0.0932, 0.0617, 0.0939, 0.1612, -0.0786
-0.138, 1, NaN, 0.23, -0.0082, -0.4413, -0.1639, 0.1267, -0.1968, -0.0275, 0.0148, -0.2378, -0.0417, 0.2202, -0.1487, -0.1987, -0.1892, 0.0726, -0.2587, -0.0148, 0.3595, -0.0742, -0.1594, 0.3037, 0.2203, -0.2425, 0.0694, -0.0118, 0.3398, -0.0712, -0.6138, -0.1534, 0.24, 0.1961, -0.0709, NaN, 0.1662, -0.0355, 0.0148, 0.21, 0.2033, 0.1132, -0.3245, 0.2359, 0.0219
NaN, NaN, 1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
0.0106, 0.23, NaN, 1, -0.14, 0.2275, -0.3131, 0.2994, 0.1693, -0.1029, -0.0106, -0.203, 0.0584, 0.1286, 0.2082, -0.0584, -0.0297, 0.0071, -0.2168, 0.0106, 0.1573, -0.0072, -0.0443, 0.2851, 0.0497, -0.2406, 0.3089, 0.2718, 0.2579, 0.0843, -0.2465, 0.0458, -0.0507, 0.0788, 0.2366, NaN, -0.1532, -0.0035, -0.2744, 0.3855, -0.1451, -0.1134, -0.1411, 0.1824, -0.0156
0.2387, -0.0082, NaN, -0.14, 1, 0.0417, -0.2212, -0.1893, 0.0247, 0.2976, 0.0754, 0.0164, -0.2125, -0.4082, -0.0292, 0.0082, 0.2118, -0.0505, 0.1147, -0.0754, -0.138, 0.0516, 0.316, 0.1147, 0.138, 0.1273, -0.1117, -0.0602, -0.1598, -0.1243, 0.0595, 0.1273, -0.0689, 0.4792, -0.0956, NaN, 0.1084, 0.2303, 0.0754, -0.1243, 0.1273, 0.1117, -0.2212, -0.1893, -0.121
0.0754, -0.4413, NaN, 0.2275, 0.0417, 1, -0.2294, -0.2004, 0.3454, -0.1225, -0.201, -0.1802, 0.049, 0, 0.175, 0.0327, 0.2588, -0.0336, 0.0765, -0.0503, -0.2562, -0.1375, 0.0602, -0.0191, -0.138, -0.0364, -0.0745, 0.2107, -0.1346, 0.1721, 0.4933, 0.1455, -0.2758, -0.1667, 0.255, NaN, -0.0591, 0.0164, -0.0754, -0.1147, -0.2182, -0.0186, 0.0983, -0.2004, -0.2048
-0.0296, -0.1639, NaN, -0.3131, -0.2212, -0.2294, 1, 0.2539, -0.3945, 0.4611, -0.3408, 0.2077, -0.3245, 0.0401, 0.1319, 0.3245, 0.0254, 0.0215, 0.1391, 0.0939, 0.1879, -0.0642, -0.0237, -0.1428, 0.0058, 0.1394, -0.2726, 0.1242, -0.1042, -0.3307, 0.0234, -0.0393, -0.2389, -0.0164, 0.0146, NaN, -0.1996, -0.0711, -0.0939, 0.0451, -0.0393, -0.0933, 0.2754, 0.1445, 0.1811
-0.0067, 0.1267, NaN, 0.2994, -0.1893, -0.2004, 0.2539, 1, -0.1627, 0.1824, -0.1612, -0.1445, -0.2009, -0.0818, 0.0623, 0.0917, -0.1384, 0.1079, -0.2453, 0.1612, 0.1633, -0.1103, -0.2735, 0.0102, 0.1001, -0.0292, 0.2388, 0.1287, 0.1169, 0.0102, -0.2409, -0.0292, -0.0829, 0.0891, 0.2045, NaN, -0.1001, 0.0571, 0.0067, 0.3934, -0.0292, 0.0099, -0.1839, 0.256, 0.1343
-0.0794, -0.1968, NaN, 0.1693, 0.0247, 0.3454, -0.3945, -0.1627, 1, -0.4353, -0.0446, 0.152, 0.2871, 0.2417, 0.1612, 0.0355, -0.1254, 0.0299, -0.3509, -0.0794, -0.1128, 0.0543, 0.0356, 0.1208, -0.179, 0.1041, 0.3417, 0.0356, 0.3022, 0.4038, 0.4264, 0.3733, -0.1293, -0.1809, -0.2056, NaN, 0.179, -0.2175, 0.2033, -0.2566, -0.1651, -0.158, -0.0711, -0.1627, -0.2498
0.0106, -0.0275, NaN, -0.1029, 0.2976, -0.1225, 0.4611, 0.1824, -0.4353, 1, -0.0106, -0.031, -0.1991, -0.4073, 0.2082, -0.0584, 0.0939, -0.0813, 0.1847, 0.0106, 0.0538, -0.0072, 0.1138, 0.0843, 0.0497, 0.1413, -0.1799, 0.1138, -0.2721, -0.2168, -0.1572, -0.0497, 0.0398, 0.2976, 0.125, NaN, -0.3602, 0.0829, -0.0106, 0.0843, 0.0458, -0.0156, -0.2271, -0.0515, 0.0821
