1, 0.0712, -0.0032, 0.1161, -0.0801, -0.098, 0.1048, -0.0726, -0.0924, 0.1557, -0.0801, -0.2368, -0.2498, 0.0355, 0.0699, 0.0835, 0.3991, -0.1218, -0.1601, 0.1572, 0.0771, -0.1601, -0.1048, -0.0771, 0.4048, 0.0835, -0.2498, 0.0584, -0.2065, 0.1555, 0.0385, -0.0726, -0.2065, 0.2942, -0.1987, -0.2019, 0.1161, -0.1555, 0.1201, 0.578, -0.2019, 0.4003, -0.3984, -0.2375, 0, -0.2942, 0.0327, -0.1639, 0.0355, 0.1825, 0.1162, -0.0694, -0.2498, -0.1601, 0.0771, 0.0771, 0.4804, -0.1161, 0.1639, -0.1534, 0, -0.1687, -0.1639, -0.1748, -0.0385, 0.3816, 0.2402, -0.0534, 0.0746, -0.0327, -0.409, 0.0417, -0.1687, -0.1134, 0.1968, 0.0835, 0.0417, -0.1601, -0.1144, -0.2125, -0.0099, 0.2402, -0.0534, -0.0135, 0.0355, 0.3309, -0.098, -0.0032, -0.1601, 0.025, 0.1574, 0.1968, -0.6405, -0.071, 0.2942, 0.3309, 0.1968, -0.0534, -0.0135, 0.0746, 0.0642, 0.0801, -0.0771, -0.2402, 0.098, -0.0835, -0.4048, 0.2402, -0.2368, 0.1218, -0.3203, 0.1307, 0.2788, -0.2202, -0.2446, 0.1133, -0.1687, -0.1144, -0.3309, -0.1368, 0.0065, -0.3669, -0.2378, -0.24, -0.0099, 0.1161, -0.1368, -0.1639, 0.2498, 0.1557, -0.1144, 0.071, -0.3398, 0.2778, 0.0219, 0.0835, 0.0327, -0.0355, 0.3317, 0.4048, 0.0746, 0.1601, 0.1601, -0.0327, -0.2498, 0.1639, -0.0355, 0.0417, -0.0835, -0.1551, 0.0385, -0.1186, -0.0065, -0.24, 0.0726, 0.0355, -0.2378, 0.0385, -0.0452, -0.24, -0.0032, -0.2402, -0.3203, 0.0801, 0.1639, -0.2446, 0.03, -0.0417, 0.2368, -0.3181, -0.0771, -0.1639, 0.23, 0.0746, 0, -0.03, -0.0835, -0.0534, 0.2375, -0.0835, -0.049, -0.0534, 0.2442, -0.0065, -0.098, 0.0417, 0.0771, -0.3309, 0.1368, -0.0032, -0.0219, 0.0032, -0.1968, 0.0417, -0.1186, -0.0452, 0.2573, -0.0534, 0.2402, -0.0065
0.0712, 1, -0.1391, 0.1208, -0.0937, 0.2056, 0.0409, -0.054, -0.2354, 0.1936, 0.0937, 0.2808, 0.0038, -0.3509, -0.0409, 0.0451, 0.0038, 0.165, -0.0937, 0.1635, 0.0489, 0.3746, -0.654, 0.233, 0.0451, 0.4209, 0.1936, 0.0161, 0.0264, -0.1898, -0.0225, -0.1505, 0.0264, 0.2103, -0.165, 0.0712, -0.2566, -0.0079, -0.1873, 0.0079, -0.0225, 0, -0.1428, 0.0425, -0.1873, -0.1147, 0.1721, 0.0489, -0.1623, -0.0079, -0.2325, -0.1196, 0.0038, 0, -0.327, 0.0489, 0.0937, -0.0264, 0.0451, -0.171, 0.0937, -0.4706, -0.1391, -0.2354, 0.21, -0.2753, 0.0937, -0.0663, -0.0911, 0.1147, -0.1068, 0.0225, 0.0038, 0.0663, 0.1288, -0.1428, -0.0712, 0.1873, -0.0765, -0.3059, 0.1505, 0.281, -0.0663, -0.0909, 0.0264, 0.186, -0.0909, -0.0451, -0.281, 0.0375, -0.0451, 0.0312, -0.0937, -0.0079, -0.0765, 0.186, -0.1639, -0.1639, 0.1068, 0.0987, 0.3796, 0.281, -0.0489, -0.1873, 0.4864, -0.0451, -0.233, -0.1873, 0.186, 0.1162, -0.0937, 0.3059, -0.0225, -0.0663, 0.1431, -0.2168, -0.0911, 0.0191, -0.0911, -0.0663, 0.186, -0.1431, 0.233, 0.0909, 0.247, -0.2566, -0.1639, 0.1428, 0.0911, 0.0987, 0.1147, 0.2056, 0.054, -0.1147, -0.0128, -0.1428, 0.2677, -0.1208, -0.1418, -0.0489, 0.1936, 0.0937, 0, -0.0765, 0.0038, -0.1428, -0.0264, 0.0225, -0.233, 0.3319, 0.165, 0.0225, 0.2884, 0.1898, 0.054, -0.1623, -0.2368, 0.165, 0.1208, 0.1898, -0.233, 0, 0, 0.1873, 0.0451, 0.0409, 0.2263, -0.3974, 0.0038, -0.2368, -0.1428, -0.233, 0.3172, 0.0987, -0.0937, 0.2615, -0.0451, 0.1288, 0.1505, -0.0451, -0.1147, -0.1639, 0.0451, -0.0911, 0.2056, 0.1162, 0.1428, -0.0911, -0.2263, -0.0451, 0.0128, 0.0451, -0.0312, -0.165, 0.1162, 0.2151, 0.0425, -0.359, 0.0937, -0.3757
-0.0032, -0.1391, 1, -0.0097, 0.1204, 0.0152, 0.0788, -0.1868, 0.2695, 0.1089, 0.1204, -0.2716, -0.135, -0.2522, 0.2715, 0.0467, 0.1903, -0.2442, 0.1204, -0.1664, 0.1143, -0.3612, 0.0963, 0.2882, 0.2882, 0.3688, -0.0537, 0.031, 0.0711, 0.2694, -0.0032, 0.3092, -0.0905, -0.1474, -0.0771, 0.1574, -0.0905, 0.0695, -0.1605, 0.0152, -0.0032, 0.1204, -0.0338, 0.0612, -0.3612, 0.0655, 0.0655, 0.0338, 0.152, -0.1, -0.2368, 0.1811, 0.0276, -0.0401, 0.2754, -0.4493, -0.0401, 0.4139, 0.0467, -0.3074, 0.1204, 0.0276, -0.2077, 0.1868, -0.1574, 0.1394, 0.2006, 0.0602, 0.1089, -0.3113, -0.0152, -0.0771, -0.2163, -0.0602, -0.107, 0.1272, 0.0835, -0.2006, -0.0655, 0.2294, -0.2265, 0.0401, -0.107, -0.1542, -0.0097, -0.0276, -0.0695, 0.0338, 0.2809, 0.4075, 0.0338, -0.0234, 0.1204, 0.1542, -0.2294, -0.1089, 0.4782, 0.311, 0.1, -0.2163, 0.0393, -0.1204, 0.1272, 0.5217, -0.2694, 0.2754, -0.0467, 0.1204, 0.135, 0.0032, -0.1204, 0.0983, -0.0835, 0.0602, 0.1664, -0.117, -0.135, -0.2294, 0.2716, -0.0234, -0.2716, 0.0963, 0.1272, 0.0695, -0.1439, -0.2522, 0.3946, -0.2077, 0.2163, -0.135, -0.1474, 0.1, -0.0612, 0.0655, -0.1848, -0.3559, -0.0164, 0.0905, 0.1287, -0.0338, -0.5415, -0.0401, -0.2006, -0.3932, 0.1903, -0.1143, 0.0905, 0.0835, -0.1272, -0.1868, 0.0771, -0.3181, -0.0537, -0.1, -0.3919, -0.2522, -0.0338, -0.0835, -0.0905, -0.1847, 0.0338, 0.3612, 0.1204, 0.2809, -0.0338, -0.5342, -0.0234, -0.0835, -0.2976, 0.1272, -0.3559, 0.2754, 0.031, -0.3789, 0.0401, 0.1906, -0.0467, -0.2742, 0.1042, -0.0467, 0.1474, 0.1438, -0.1143, 0.2716, -0.1542, 0.0032, 0.0338, -0.135, 0.1906, 0.1948, 0.0933, -0.1143, -0.5618, 0.0032, -0.0771, -0.0097, 0.2265, 0.3946, 0.0401, 0.1089
0.1161, 0.1208, -0.0097, 1, 0, 0.4695, -0.0352, -0.0531, 0.1361, 0.062, 0, 0.1012, 0.3886, -0.1364, -0.3165, 0.0905, -0.0196, -0.0452, -0.2417, 0.1231, 0.4753, -0.1612, -0.2286, -0.3137, 0.0905, 0.4947, 0.3886, -0.342, 0.026, -0.0408, -0.1258, 0.1959, 0.026, 0.148, -0.1968, 0.0355, -0.2175, -0.4695, 0.1612, -0.0408, -0.0452, 0.2417, 0.2522, 0.4449, -0.2417, 0.0987, 0.0987, -0.0097, 0.1071, -0.0442, -0.0264, 0.158, -0.0196, 0.2417, -0.0097, -0.0097, 0, -0.1883, -0.152, 0.0754, 0.0806, 0.1437, -0.2522, 0.0531, -0.2774, 0.2548, 0.0806, -0.2451, -0.1012, -0.0987, 0.296, 0.0452, 0.1437, -0.0907, -0.2451, -0.152, -0.1161, 0.0806, -0.0987, -0.2303, 0.1361, 0.2417, 0.0067, -0.0408, 0.026, -0.2253, 0.2143, 0.0711, -0.1612, 0.0754, 0.152, 0.0067, -0.2417, 0.2109, -0.0164, -0.062, 0.1746, 0.0067, 0.2143, -0.2645, 0.1938, 0.2417, 0.1714, -0.1612, 0.0408, 0.3945, -0.0097, 0.0806, 0.3461, 0.1258, -0.0806, -0.0164, -0.2065, 0.0067, 0.0528, 0.4284, 0.062, 0.148, -0.0196, 0.2585, -0.1437, 0.2989, 0.0905, -0.0442, 0.3022, -0.2175, -0.329, 0.152, 0.0196, 0.1437, -0.4277, -0.1259, 0.0531, 0.0987, -0.0257, 0.1714, 0.3454, 0.0552, -0.0754, -0.3945, 0.1437, 0, 0, 0.2303, 0.062, -0.152, -0.2695, 0.2065, -0.0097, 0.1959, 0.1968, 0.0452, 0.062, -0.0442, -0.3619, 0.2695, 0.0905, -0.1258, -0.0552, 0.0408, 0.2328, 0.0806, -0.1612, -0.3223, -0.3137, -0.3869, 0.0907, -0.1258, -0.0196, 0.0905, -0.2328, -0.1714, -0.1693, -0.1012, -0.3223, 0.0772, -0.0905, -0.2451, 0.1361, 0.0711, -0.0658, -0.1612, -0.152, 0.1437, -0.2109, -0.1161, 0.2328, -0.1012, -0.0067, -0.1714, 0.3931, 0.0905, -0.0907, 0.2871, -0.2774, 0.026, -0.0531, 0.0907, -0.0806, 0.1437
-0.0801, -0.0937, 0.1204, 0, 1, 0.1267, -0.2182, -0.0412, -0.0412, 0.2026, 0.04, 0.0405, -0.1216, 0, 0.2182, -0.0401, -0.0405, -0.2402, 0.12, 0.0436, -0.0401, -0.2, 0.1309, 0.0401, -0.2809, 0.0401, 0.1216, -0.0857, -0.0806, 0.38, 0.1601, 0.1236, -0.3223, -0.0816, 0.3203, -0.1601, 0.0806, -0.1267, 0.1, -0.2111, -0.1601, 0.04, -0.1204, 0.1236, 0.12, 0.0816, 0.0816, -0.0401, 0.3223, -0.0422, 0.0937, 0.0456, 0.0405, 0.28, 0.4414, -0.1204, 0.12, -0.1612, 0.2006, 0.0891, 0.04, 0.2837, 0.0401, 0.1236, -0.0801, 0.0891, 0.44, -0.1667, 0.0405, -0.2449, 0.0422, 0.1601, 0.0405, -0.25, 0.1667, -0.2006, 0.3203, -0.28, -0.2449, -0.0816, -0.0412, -0.12, -0.0833, 0.1267, 0, -0.0405, 0.4644, 0.5217, 0.04, 0.2673, 0.2006, 0, 0.04, 0.0422, 0, 0.0405, 0.0833, -0.0833, 0.0422, -0.2837, 0.1782, -0.28, 0.2006, 0.04, -0.2111, 0.2006, 0.2006, 0.04, 0.4457, 0, 0.36, -0.4082, -0.5604, 0, 0.3055, 0.1715, -0.2837, 0.0816, -0.2837, 0.1667, -0.4457, -0.1309, -0.0401, 0.0422, 0.0412, -0.1612, 0.25, 0.1204, 0.0405, -0.1216, -0.4082, -0.0422, 0.3708, 0.1633, 0.1368, -0.3612, 0.1633, 0.2417, 0.4454, 0.0401, -0.2026, 0.2, 0.04, -0.0816, 0.3647, 0.0401, 0, 0.2402, 0.2809, -0.206, -0.1601, 0, 0.0405, 0.1267, -0.1236, 0.0806, 0.2809, -0.4003, -0.3223, 0.0422, 0.2006, 0.2, -0.2, -0.28, -0.0401, -0.2182, 0.1667, -0.2402, 0.0405, 0.2809, -0.3612, 0.1204, -0.1715, -0.0405, -0.36, -0.1667, 0.0401, -0.25, 0.1236, 0.0401, 0.0816, 0.25, -0.1204, 0.5268, -0.2111, 0.2402, -0.0401, 0.0405, 0.0833, -0.0401, -0.0456, 0.0401, -0.25, -0.0801, -0.0801, 0.0806, -0.0412, 0.25, -0.12, 0.2026
-0.098, 0.2056, 0.0152, 0.4695, 0.1267, 1, -0.1751, 0.04, 0.3079, 0.0736, 0.0422, 0.1831, 0.2447, -0.296, -0.1013, 0.3236, -0.012, -0.0135, -0.1267, 0.2672, 0.3541, -0.1267, -0.2856, 0.0695, -0.0152, 0.3236, 0.2447, -0.4127, 0.0442, 0.1979, 0.1555, 0.301, 0.0442, -0.0172, -0.24, -0.1825, -0.0408, -0.4652, -0.0422, 0.0196, 0.071, -0.1267, -0.0152, 0.3879, -0.2111, 0.1034, 0.2758, 0.0152, 0.2994, 0.2478, 0.0909, 0.0404, 0.2447, 0.2955, -0.0695, -0.1542, -0.1267, -0.2143, 0.1542, -0.0715, 0.38, -0.0975, -0.1542, 0.3079, -0.1555, 0.1166, 0.2111, -0.3624, -0.012, -0.2758, 0.2478, 0.098, 0.0736, -0.1654, -0.2744, -0.1847, -0.1555, 0.1267, 0.0689, -0.0689, 0.2209, 0.38, -0.0106, 0.0196, 0.0442, -0.2447, 0.0196, 0.0152, -0.1267, 0.2106, 0.1, -0.1865, -0.0422, 0.2478, -0.1034, -0.2447, 0.2533, -0.2744, 0.1979, -0.1831, 0.4476, 0.1267, 0.1542, -0.2955, -0.0196, 0.3541, 0.0152, 0.0422, 0.3541, 0.1825, -0.2111, -0.0172, -0.5206, 0.0774, 0.1013, 0.0507, 0.0736, -0.0172, -0.0975, 0.2533, 0.012, 0.3593, 0.1542, 0.1586, 0.134, -0.2109, -0.2744, 0.0152, 0.0975, -0.0975, -0.1896, 0.1087, 0.2209, -0.1551, 0.0404, -0.1, 0.362, 0.0408, 0.0715, -0.1, 0.0736, -0.0422, 0.2111, -0.0172, 0.0736, -0.2694, -0.2994, 0.3516, -0.2389, 0.4749, 0.24, 0.0135, -0.012, -0.0196, -0.127, 0.2143, -0.0152, -0.267, -0.1259, -0.0196, 0.0152, 0.38, -0.2111, -0.1267, -0.3541, -0.2672, 0.2533, -0.267, 0.0736, 0.3236, -0.1, -0.2389, -0.0507, -0.0975, -0.38, 0.1865, -0.0695, -0.0985, 0.2209, 0.0152, -0.0689, -0.2744, -0.5235, -0.0975, 0.0196, 0.098, 0.2694, -0.012, -0.2533, -0.3236, 0.5371, -0.1, 0.0106, 0.267, -0.071, 0.2143, 0.04, 0.0774, -0.0422, -0.0975
0.1048, 0.0409, 0.0788, -0.0352, -0.2182, -0.1751, 1, 0.1169, -0.027, 0.115, -0.0436, -0.0265, -0.0619, 0.0528, 0.0476, -0.0788, 0.0265, 0.2795, 0.1309, 0.0476, -0.0088, 0.2182, -0.1429, 0.0963, 0.0963, 0.0088, -0.1503, 0.2994, -0.2989, 0.1013, -0.2446, -0.1529, -0.211, -0.0891, -0.1048, -0.0699, -0.0352, -0.1013, -0.2182, 0.1935, -0.1572, -0.0436, 0.0963, 0.1169, -0.1309, -0.0891, -0.0891, -0.0088, -0.2989, 0.1751, -0.3474, 0.0099, -0.3272, -0.0436, -0.0963, 0.2539, 0.0436, 0.211, 0.0963, 0.0194, -0.1309, -0.4156, -0.0088, -0.027, 0.332, 0.2138, 0.0436, 0.0364, 0.0265, 0.1782, -0.1935, -0.1922, 0.0265, 0.2364, -0.0546, 0.0963, -0.0175, -0.0436, 0, 0.0891, -0.027, -0.0436, -0.2364, -0.2672, 0.1407, 0.4156, -0.1751, -0.0963, 0.0436, 0.0194, -0.0963, 0.2182, -0.0436, -0.1013, 0.3563, 0.1503, 0.0364, -0.1455, -0.0829, 0.0265, -0.0194, -0.2182, 0.0088, -0.1309, -0.0092, -0.1839, -0.2715, 0.0436, -0.2918, 0.2446, -0.3928, 0.1782, 0.1922, -0.4183, -0.2381, -0.0187, 0.2918, 0.1782, 0.0265, 0.1273, 0.1503, 0.0476, 0.0963, -0.2856, -0.2967, -0.0352, 0.0364, 0.1664, -0.0265, 0.2918, 0.0891, -0.3593, 0.0629, -0.3563, 0.3084, 0.0088, 0.3563, -0.0528, -0.0194, 0.1839, -0.0619, 0.1309, 0.2182, 0.0891, -0.1503, 0.0963, 0.211, -0.2795, -0.0088, -0.2428, 0.1048, -0.1048, 0.0265, -0.0092, -0.3866, -0.211, -0.2539, 0.0175, 0.0528, 0.0829, -0.0963, -0.2182, 0.1309, 0.0436, -0.0788, 0.0476, -0.0546, 0.2795, 0.115, 0.0088, 0.0963, -0.1839, 0.0187, -0.2388, 0.2182, 0.3273, -0.0088, -0.1455, -0.2967, 0.1664, 0.0891, -0.2364, 0.4466, -0.2388, 0.2856, -0.1048, -0.0088, 0.115, 0.2364, 0.0788, -0.0099, 0.0088, -0.1273, -0.1048, -0.2795, -0.2989, 0.027, -0.1455, -0.0436, 0.0265
-0.0726, -0.054, -0.1868, -0.0531, -0.0412, 0.04, 0.1169, 1, -0.236, -0.0852, 0.1236, 0.1686, -0.0017, 0.0299, -0.027, -0.3919, -0.0017, 0.0099, 0.2884, -0.027, -0.0215, 0.2884, -0.027, 0.0215, -0.2265, 0.1042, 0.2488, -0.1837, 0.2789, 0.04, -0.2375, 0.1511, -0.4682, 0.0336, 0.0726, -0.1551, 0.1959, -0.127, -0.1236, 0.04, -0.0726, -0.1236, -0.2265, -0.1885, 0.0412, 0.2187, -0.4542, -0.1868, -0.0531, 0.047, 0.1505, 0.1935, 0.1653, -0.2884, -0.1042, 0.1439, -0.1236, -0.1959, 0.2695, -0.2459, -0.1236, -0.0017, 0.3919, -0.0662, 0.1551, 0.1211, -0.0412, 0.1579, 0.0818, 0.2019, -0.04, 0.0726, -0.0852, -0.1579, 0.0721, -0.0612, 0.1551, -0.0412, -0.1346, -0.1178, -0.0662, 0.206, -0.0137, 0.04, -0.2191, 0.0852, 0.127, -0.0215, -0.0412, -0.2459, 0.0612, 0.2438, 0.1236, 0.047, 0.0336, -0.2488, -0.0996, -0.0996, 0.3879, 0.1653, 0.2459, 0.0412, -0.3919, -0.206, 0.047, 0.0612, -0.0215, 0.1236, 0.0017, 0.0726, 0.0412, -0.3028, -0.2375, 0.1579, 0.1169, 0.0071, -0.1686, -0.0505, 0.1653, 0.2438, 0.0852, 0.0629, -0.3092, -0.127, 0.2733, -0.1361, -0.0996, 0.1439, 0.0852, 0.2488, 0.1178, -0.047, 0.1036, -0.1178, 0.0996, 0.3522, 0.1346, -0.2789, 0.1542, -0.0612, 0.0818, -0.0412, 0.0412, 0.0336, 0.0818, 0.0215, -0.0299, -0.1748, -0.0215, -0.1036, 0.1748, 0.32, -0.0017, 0.2209, -0.1511, 0.1129, -0.2265, 0.0099, -0.1361, 0.134, 0.0612, 0.0412, 0.4532, -0.1236, 0.1042, 0.1169, -0.3571, 0.1748, -0.0852, -0.0612, 0.0215, -0.0215, -0.0954, -0.1686, 0.0412, 0.0996, -0.1042, -0.0996, -0.0662, -0.1868, -0.2019, -0.0996, 0.1868, -0.0852, 0.5619, -0.4223, -0.4349, -0.0852, 0.0137, -0.5175, 0.1822, -0.0612, 0.1854, -0.1748, -0.0924, 0.3619, 0.1511, 0.1579, 0.2884, -0.3356
-0.0924, -0.2354, 0.2695, 0.1361, -0.0412, 0.3079, -0.027, -0.236, 1, -0.3323, 0.2884, -0.0852, 0.1686, -0.2789, 0.1169, 0.3919, 0.1686, -0.1748, 0.1236, 0.2967, 0.2695, -0.2884, 0.027, -0.2695, 0.1439, 0.0612, 0.0852, -0.4346, 0.0531, 0.134, 0.0726, 0.3582, 0.4682, -0.0336, -0.4025, -0.0924, -0.0299, -0.047, 0.0206, -0.127, 0.4025, 0.0412, 0.2265, 0.0187, -0.3708, 0.286, 0.1178, -0.3092, 0.0531, 0.127, -0.054, 0.1822, 0.1686, 0.0412, -0.1439, 0.0215, -0.0412, -0.0531, -0.0215, -0.1211, 0.3708, 0.0852, -0.0612, 0.3209, -0.1551, -0.1211, -0.1236, -0.0721, 0.0852, -0.2019, 0.04, -0.1551, 0.1686, -0.0996, -0.1579, -0.1868, -0.0726, -0.0412, 0.0505, 0.286, 0.236, 0.0412, 0.1854, -0.214, 0.3022, -0.3356, 0.047, -0.0612, 0.206, -0.0294, 0.0215, -0.2438, 0.1236, 0.04, -0.286, -0.1686, 0.1854, 0.2713, -0.127, -0.1653, 0.1211, 0.206, 0.1439, 0.0412, 0.04, 0.0215, 0.0215, -0.0412, 0.2488, 0.0924, -0.2884, 0.2187, -0.1748, -0.0721, 0.0629, 0.1696, 0.3356, -0.1178, 0.1686, 0.0996, -0.0852, 0.3866, 0.0612, 0.04, 0.0662, -0.1129, 0.1854, -0.1439, -0.0852, 0.0017, -0.1178, 0.047, 0.1511, 0.286, -0.1935, -0.0215, -0.1346, 0.1129, 0.0294, -0.1868, -0.0818, -0.1236, -0.2884, -0.2019, -0.0818, -0.1868, -0.3022, -0.0726, -0.2265, -0.1511, 0.0726, 0.1748, -0.0818, -0.047, -0.1885, 0.2191, 0.0612, -0.1748, 0.1361, -0.047, 0.0215, 0.3708, 0.0412, -0.2884, -0.3522, -0.2068, -0.0721, 0.2375, -0.1653, 0.1439, 0.0612, 0.1868, -0.2579, -0.2488, -0.0412, -0.0137, 0.2695, -0.0721, -0.0187, 0.1868, -0.1346, 0.0137, -0.3522, -0.0818, -0.127, -0.1551, 0.1042, 0.0852, -0.3571, -0.0612, 0.1935, 0.0612, -0.0996, 0.5047, 0.0099, 0.0531, -0.1511, 0.1854, -0.1236, 0.0017
0.1557, 0.1936, 0.1089, 0.062, 0.2026, 0.0736, 0.115, -0.0852, -0.3323, 1, -0.2837, 0.0673, 0.0969, 0.2253, -0.2918, -0.0276, 0.179, -0.0876, -0.1216, -0.2034, -0.135, -0.0405, -0.115, 0.2976, -0.0276, 0.2976, 0.0148, 0.2363, -0.2645, 0.2447, 0.2368, -0.0852, -0.3461, 0.0331, 0.2498, -0.0065, 0.062, -0.1591, -0.0203, 0.2447, -0.0876, -0.1216, -0.1903, 0.0818, -0.1216, -0.1985, 0.2151, 0.3529, -0.1012, -0.0736, -0.0038, -0.1423, -0.1494, 0.2026, 0.3529, -0.3789, 0.0405, 0.1012, 0.135, -0.0794, -0.3647, -0.3136, -0.2163, 0.0017, 0.1687, 0.2816, 0.4457, -0.2161, -0.0673, 0.1158, 0.1831, -0.0746, 0.0148, 0.3005, 0.206, 0.2976, 0.0876, -0.0405, -0.2151, -0.1985, -0.1653, 0.1216, -0.3005, 0.3302, -0.0196, 0.4778, 0.0736, 0.2716, -0.1216, 0.3718, 0.1089, -0.1317, -0.2026, -0.0736, 0.2812, 0.1494, 0.0371, -0.1317, -0.012, 0.0148, -0.1011, -0.3647, 0.135, -0.0405, 0.0975, 0.3529, 0.1089, -0.0405, 0.1494, 0.0065, -0.0405, -0.2978, -0.1687, 0.0371, -0.1503, -0.1494, -0.0673, 0.0331, -0.2315, -0.0473, -0.3432, -0.4687, 0.2163, 0.012, 0.1686, 0.062, -0.0473, 0.4342, 0.3136, -0.2315, -0.0496, 0.1591, 0.1686, -0.1158, 0.412, -0.3529, 0.4632, 0.1829, 0.1697, 0.135, 0.0148, 0.2837, 0.3647, -0.1323, 0.179, -0.1089, 0.2645, 0.1687, 0.1089, -0.0017, -0.0876, -0.2368, 0.0148, 0.0975, -0.0818, -0.2645, 0.0537, -0.0065, -0.2645, -0.0736, -0.0537, -0.0405, -0.2026, 0.1216, 0.0537, -0.2388, 0.2904, -0.4931, 0.3432, -0.1903, -0.3529, -0.3789, 0.3232, 0.0148, 0.0405, 0.385, -0.135, -0.3005, 0.1686, -0.135, 0.0496, -0.2161, 0.135, 0.3432, -0.0975, 0.3309, 0.0276, -0.2315, 0.385, -0.135, -0.1349, 0.0537, -0.3748, -0.3179, -0.3179, -0.1829, -0.0017, -0.0473, 0.0405, 0.179
