1, -0.0824, 0.0284, -0.0865, -0.239, 0.3159, -0.149, 0.111, -0.1628, 0.0939, 0.0033, 0.0576, -0.0576, 0.3294, 0.1679, 0.0432, 0.261, 0.0935
-0.0824, 1, 0.2387, 0.1021, 0.1336, -0.0505, 0.2387, -0.0956, -0.0824, 0.0788, 0.2118, -0.068, 0, -0.0417, 0.1465, -0.1147, 0.17, -0.0602
0.0284, 0.2387, 1, 0.1846, 0.1074, -0.0913, 0.053, 0.1474, -0.149, 0.2744, 0.2058, 0.0821, 0, 0.1759, 0.265, -0.0634, 0.1474, 0.118
-0.0865, 0.1021, 0.1846, 1, 0.2182, 0.2266, -0.1231, 0.1041, -0.0865, -0.1929, 0.2017, 0, 0.2, 0, 0.0633, -0.0702, -0.026, -0.2212
-0.239, 0.1336, 0.1074, 0.2182, 1, -0.2428, 0.2417, 0.1931, 0.1384, 0.3555, -0.1132, -0.0727, 0.3928, 0, 0.1751, -0.1431, 0.0795, 0.0322
0.3159, -0.0505, -0.0913, 0.2266, -0.2428, 1, -0.4717, 0.1523, -0.0404, -0.2579, 0.1971, -0.0137, 0.1236, 0.286, 0.134, -0.2354, -0.0622, -0.0729
-0.149, 0.2387, 0.053, -0.1231, 0.2417, -0.4717, 1, -0.173, 0.2058, 0.0106, 0.0284, -0.1231, -0.1231, -0.201, 0.0052, 0.0807, 0.1474, 0.3448
0.111, -0.0956, 0.1474, 0.1041, 0.1931, 0.1523, -0.173, 1, -0.189, 0.0134, -0.039, 0.0174, -0.0521, 0.17, 0.0066, -0.1414, -0.2195, 0.0537
-0.1628, -0.0824, -0.149, -0.0865, 0.1384, -0.0404, 0.2058, -0.189, 1, -0.0297, 0.0033, -0.1345, 0.1729, 0.0941, 0.2896, -0.2267, -0.039, 0.3059
0.0939, 0.0788, 0.2744, -0.1929, 0.3555, -0.2579, 0.0106, 0.0134, -0.0297, 1, -0.0297, -0.0857, 0.0857, -0.14, 0.3113, 0.0161, 0.0134, 0.1138
0.0033, 0.2118, 0.2058, 0.2017, -0.1132, 0.1971, 0.0284, -0.039, 0.0033, -0.0297, 1, -0.1345, -0.0576, -0.0235, 0.0462, -0.0918, -0.189, 0.0935
0.0576, -0.068, 0.0821, 0, -0.0727, -0.0137, -0.1231, 0.0174, -0.1345, -0.0857, -0.1345, 1, -0.2, 0, 0.0985, 0.1249, 0.0174, -0.0983
-0.0576, 0, 0, 0.2, 0.3928, 0.1236, -0.1231, -0.0521, 0.1729, 0.0857, -0.0576, -0.2, 1, 0.4082, -0.0422, -0.0937, 0.1562, 0.1474
0.3294, -0.0417, 0.1759, 0, 0, 0.286, -0.201, 0.17, 0.0941, -0.14, -0.0235, 0, 0.4082, 1, -0.0689, -0.1147, 0.2763, 0.0903
0.1679, 0.1465, 0.265, 0.0633, 0.1751, 0.134, 0.0052, 0.0066, 0.2896, 0.3113, 0.0462, 0.0985, -0.0422, -0.0689, 1, -0.3875, 0.2264, 0.056
0.0432, -0.1147, -0.0634, -0.0702, -0.1431, -0.2354, 0.0807, -0.1414, -0.2267, 0.0161, -0.0918, 0.1249, -0.0937, -0.1147, -0.3875, 1, -0.1414, -0.1657
0.261, 0.17, 0.1474, -0.026, 0.0795, -0.0622, 0.1474, -0.2195, -0.039, 0.0134, -0.189, 0.0174, 0.1562, 0.2763, 0.2264, -0.1414, 1, 0.0537
0.0935, -0.0602, 0.118, -0.2212, 0.0322, -0.0729, 0.3448, 0.0537, 0.3059, 0.1138, 0.0935, -0.0983, 0.1474, 0.0903, 0.056, -0.1657, 0.0537, 1
