1, -0.138, -0.0696, -0.1084, -0.0214, -0.1161, 0.0161, NaN, -0.1532, 0.1996, 0.0724, -0.0086, 0.1084, 0.3058, 0.1566, -0.1342, -0.1633, 0.0025, 0.1566, -0.0947, -0.0179, 0.1655, -0.2539, 0.0214, 0.3795, 0.0751, -0.1532, -0.1001, 0.4342, -0.0497, -0.1566, 0.0947, -0.0754, -0.1161, 0.4814, 0.2762, -0.4342, -0.1633, 0.1001, -0.181, -0.2488, -0.1961, 0.1342, 0.1161, 0.138, 0.0161, 0.4587, 0.1084, NaN, -0.1961
-0.138, 1, 0.2125, -0.4792, 0.316, 0.1273, -0.068, NaN, 0.2976, 0.0164, -0.1147, 0.1273, -0.0417, -0.2722, -0.0602, 0.0516, 0.1893, -0.17, -0.0602, 0.121, 0.1598, -0.1084, 0.17, 0.0602, -0.17, -0.0824, -0.14, -0.1893, -0.0689, 0.0788, 0.0602, 0.1117, 0.1465, -0.1, -0.2118, -0.1809, 0.0689, -0.0891, 0.1893, 0.0505, -0.17, -0.2387, -0.0516, 0.1, 0.0417, 0.2722, -0.1531, -0.0417, NaN, 0.0754
-0.0696, 0.2125, 1, -0.2125, 0.1594, -0.2924, 0.2135, NaN, 0.4566, -0.1639, 0.1162, -0.025, -0.1961, -0.2135, 0.0118, -0.263, 0.3451, -0.0709, 0.1594, -0.3432, -0.2375, -0.317, 0.0709, -0.0118, 0.0333, -0.0415, 0.1991, 0.0917, -0.409, 0.2849, -0.1594, 0.2519, -0.3245, -0.2924, -0.0738, -0.529, 0.409, 0.0175, 0.2359, 0.485, -0.2793, 0.1084, -0.0742, 0.4708, -0.0082, -0.1868, -0.3203, -0.1961, NaN, -0.0148
-0.1084, -0.4792, -0.2125, 1, -0.316, -0.1273, 0.068, NaN, -0.2976, -0.2212, 0.1147, 0.1, 0.0417, -0.068, 0.0602, -0.0516, 0.0891, 0.17, 0.0602, -0.121, 0.0505, -0.138, -0.17, -0.0602, -0.0956, -0.2118, 0.14, 0.4677, -0.1465, -0.0788, -0.0602, -0.3444, 0.0689, 0.3273, -0.0824, 0.1809, -0.0689, 0.0891, -0.4677, -0.0505, 0.4357, 0.2387, 0.0516, -0.3273, -0.0417, -0.2722, -0.1021, 0.0417, NaN, -0.0754
-0.0214, 0.316, 0.1594, -0.316, 1, 0.0197, 0.1474, NaN, 0.1138, -0.1242, -0.1657, -0.1445, -0.0602, 0.0983, -0.087, 0.0745, -0.1287, -0.0537, -0.087, -0.1613, 0.2309, -0.1566, -0.1382, 0.087, 0.1382, 0.0935, -0.2023, -0.0724, 0.2117, 0.1138, 0.087, 0.1613, -0.0996, 0.0197, 0.119, -0.2614, -0.2117, 0.0724, 0.2735, 0.0729, -0.0537, -0.118, -0.0745, 0.1445, 0.0602, 0.1474, 0.1474, -0.0602, NaN, -0.118
-0.1161, 0.1273, -0.2924, -0.1273, 0.0197, 1, -0.0891, NaN, -0.4316, 0.1287, -0.3796, 0.1071, 0.1273, -0.2079, 0.1839, 0.2176, -0.0923, -0.1762, -0.3087, 0.5443, 0.5212, 0.3312, 0.1762, -0.0197, -0.0603, 0.2516, -0.3361, -0.1507, 0.3987, -0.5271, 0.4729, -0.0366, 0.3987, 0.0079, 0.0051, 0.1938, -0.2106, -0.0923, -0.2138, -0.2459, -0.0603, -0.0932, 0.1576, -0.1071, -0.1273, 0.0594, -0.0891, 0.1273, NaN, -0.0932
0.0161, -0.068, 0.2135, 0.068, 0.1474, -0.0891, 1, NaN, 0.0572, -0.0401, -0.1873, 0.0594, -0.068, -0.1111, 0.1474, 0.0842, -0.1455, 0.1562, 0.1474, 0.0456, -0.1511, -0.0161, -0.1562, 0.0983, 0.1562, 0.2498, 0.0572, -0.0364, 0.0985, 0.2001, 0.0983, 0.1064, -0.0422, 0.2079, 0.1345, -0.1612, 0.0422, -0.1455, 0.0364, 0.0137, -0.0174, 0.1231, -0.0842, -0.0594, -0.2722, -0.1111, 0.1667, -0.068, NaN, -0.0821
NaN, NaN, NaN, NaN, NaN, NaN, NaN, 1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
-0.1532, 0.2976, 0.4566, -0.2976, 0.1138, -0.4316, 0.0572, NaN, 1, -0.117, 0.1165, 0.2368, -0.14, -0.343, -0.2023, 0.1733, 0.1684, 0.2098, -0.0443, -0.3753, -0.2579, -0.2608, 0.2366, 0.0443, -0.125, -0.0297, 0.2647, 0.0655, -0.5032, 0.4485, -0.2718, 0.0821, -0.3222, -0.0497, -0.4646, -0.2626, 0.4127, -0.2994, 0.2854, 0.5229, -0.125, 0.1214, 0.0072, 0.0497, 0.14, 0.0572, -0.3001, -0.14, NaN, 0.1214
0.1996, 0.0164, -0.1639, -0.2212, -0.1242, 0.1287, -0.0401, NaN, -0.117, 1, -0.0489, 0.3074, 0.0164, 0.1739, 0.3195, 0.2332, -0.4028, 0.1191, -0.2722, 0.2726, 0.0612, 0.5754, -0.328, -0.3195, 0.2235, -0.1411, -0.031, -0.035, 0.3236, -0.203, 0.2722, 0.0933, 0.1542, 0.0393, 0.0254, 0.3945, -0.1542, -0.4028, 0.2539, -0.3919, -0.0898, -0.1531, -0.2332, -0.2181, -0.0164, 0.2274, 0.2608, 0.2212, NaN, -0.0296
