1, 0.6841, 0.3798, -0.0634, 0.2668, -0.142, -0.0312, -0.1175, 0.0069, 0.0918, -0.0432, -0.2263, -0.0312, -0.142, 0.0702, -0.3504, -0.2677, -0.0987
0.6841, 1, 0.3323, -0.0052, 0.2303, -0.1813, -0.0985, -0.0829, 0.0996, 0.0462, -0.0754, 0.1521, 0.0422, -0.1813, 0.1689, -0.4476, -0.4137, -0.0975
0.3798, 0.3323, 1, -0.0475, -0.2821, -0.1342, -0.0161, 0.0316, 0.0214, 0.0751, -0.3423, -0.2047, -0.177, -0.1342, 0.2173, -0.1161, -0.2365, -0.1585
-0.0634, -0.0052, -0.0475, 1, -0.0475, -0.0933, 0.0821, 0.3425, -0.1089, -0.0284, 0.149, 0.202, 0.2872, -0.0933, -0.0308, -0.2303, -0.3015, 0.0599
0.2668, 0.2303, -0.2821, -0.0475, 1, 0.0691, -0.0161, 0.0316, 0.0214, 0.0751, 0.2143, 0.2355, 0.3058, 0.0691, -0.0241, -0.2237, 0.0591, -0.1585
-0.142, -0.1813, -0.1342, -0.0933, 0.0691, 1, -0.0842, 0.1195, -0.0745, 0.1019, 0.1019, 0.2342, 0.4772, 0.6454, 0.0842, 0.03, 0.1375, -0.0444
-0.0312, -0.0985, -0.0161, 0.0821, -0.0161, -0.0842, 1, -0.1455, 0.1474, 0.1345, 0.1345, -0.1976, -0.1111, -0.0842, 0, -0.0594, -0.1361, 0.2566
-0.1175, -0.0829, 0.0316, 0.3425, 0.0316, 0.1195, -0.1455, 1, 0.2735, 0.1761, 0.1761, 0.2388, 0.2182, 0.1195, 0.3273, -0.0292, -0.0223, -0.2609
0.0069, 0.0996, 0.0214, -0.1089, 0.0214, -0.0745, 0.1474, 0.2735, 1, 0.119, 0.119, -0.0067, -0.0983, -0.0745, 0.2212, -0.1839, -0.2408, 0.0478
0.0918, 0.0462, 0.0751, -0.0284, 0.0751, 0.1019, 0.1345, 0.1761, 0.119, 1, 0.0033, 0.1078, 0.1345, 0.1019, 0.0576, -0.0051, -0.1412, -0.007
-0.0432, -0.0754, -0.3423, 0.149, 0.2143, 0.1019, 0.1345, 0.1761, 0.119, 0.0033, 1, 0.2392, 0.1345, 0.1019, -0.0865, -0.2619, -0.1412, -0.007
-0.2263, 0.1521, -0.2047, 0.202, 0.2355, 0.2342, -0.1976, 0.2388, -0.0067, 0.1078, 0.2392, 1, 0.2584, 0.4262, 0.0456, -0.3696, 0.0745, -0.0425
-0.0312, 0.0422, -0.177, 0.2872, 0.3058, 0.4772, -0.1111, 0.2182, -0.0983, 0.1345, 0.1345, 0.2584, 1, 0.4772, 0, -0.2079, 0, -0.1486
-0.142, -0.1813, -0.1342, -0.0933, 0.0691, 0.6454, -0.0842, 0.1195, -0.0745, 0.1019, 0.1019, 0.4262, 0.4772, 1, 0.0842, -0.1576, 0.3094, -0.215
0.0702, 0.1689, 0.2173, -0.0308, -0.0241, 0.0842, 0, 0.3273, 0.2212, 0.0576, -0.0865, 0.0456, 0, 0.0842, 1, 0.1336, 0, -0.2229
-0.3504, -0.4476, -0.1161, -0.2303, -0.2237, 0.03, -0.0594, -0.0292, -0.1839, -0.0051, -0.2619, -0.3696, -0.2079, -0.1576, 0.1336, 1, 0.5819, 0.0108
-0.2677, -0.4137, -0.2365, -0.3015, 0.0591, 0.1375, -0.1361, -0.0223, -0.2408, -0.1412, -0.1412, 0.0745, 0, 0.3094, 0, 0.5819, 1, -0.1158
-0.0987, -0.0975, -0.1585, 0.0599, -0.1585, -0.0444, 0.2566, -0.2609, 0.0478, -0.007, -0.007, -0.0425, -0.1486, -0.215, -0.2229, 0.0108, -0.1158, 1
