1, 0.142, -0.1873, -0.1639, -0.3172, 0.3045, -0.1873, 0.2061, -0.0079, 0.0803, 0.0038, -0.2061, -0.0468, 0.2587, 0.1639, -0.1873, 0.0312, 0.1175, 0.2267, -0.1873, -0.1175, -0.0128, 0.2587, 0.1147, -0.3421, 0.3158, -0.0937, 0.634, -0.2984, 0.0102, 0.2884, -0.1175, -0.1623, -0.0038, 0.0843, -0.2461, -0.0225, -0.0843, -0.0312, -0.0102, -0.0069, 0.2263, -0.1147, 0.0038, 0.0765
0.142, 1, -0.4772, -0.1895, 0.0072, -0.0036, 0.0842, 0.0552, 0.0036, -0.0361, 0.2969, 0.142, -0.0842, 0.0944, 0.0842, 0.0842, 0.1965, 0.3492, 0.3835, -0.7579, 0.1103, 0.1498, 0.0944, -0.0516, -0.142, 0.4496, -0.2526, -0.285, -0.0691, -0.1195, 0.1263, -0.1195, 0.285, 0.0444, 0.0072, -0.2176, 0.263, -0.0072, -0.1965, -0.1103, -0.0745, -0.1498, 0.0516, 0.1263, -0.2063
-0.1873, -0.4772, 1, 0.25, 0.2287, -0.0422, -0.1111, 0.0312, -0.2392, 0.0476, -0.3917, -0.1873, -0.1667, 0.1868, -0.1667, -0.1111, -0.3333, -0.0364, -0.0576, 0.3333, -0.1455, 0.2584, -0.2135, 0.068, -0.1249, -0.5932, -0.0667, -0.0269, 0.1448, -0.1455, -0.1216, -0.1455, -0.1074, -0.1486, -0.0572, -0.0594, -0.3469, -0.0857, 0.3333, 0.1455, 0.0983, 0.1976, 0.6124, 0.1486, 0
-0.1639, -0.1895, 0.25, 1, -0.2465, -0.0106, -0.0278, 0.0663, -0.2533, -0.1071, -0.2161, -0.1639, 0.0625, 0.1134, -0.2708, -0.0278, -0.25, 0.1273, -0.3026, 0.25, -0.1273, -0.0304, -0.3036, -0.1531, -0.1288, -0.4215, 0.0833, 0.1612, 0.2977, -0.1273, -0.0473, 0.2137, -0.0772, -0.1216, 0.1108, -0.1819, -0.2202, -0.2001, 0.1111, 0.2409, 0.2396, 0.1254, 0.1531, 0.3748, -0.017
-0.3172, 0.0072, 0.2287, -0.2465, 1, 0.2317, 0.0857, -0.0843, -0.1412, 0.2082, -0.0625, -0.0161, -0.1929, -0.23, -0.0214, 0.0857, -0.2287, -0.1824, -0.0297, 0.0857, 0.0655, -0.2776, 0.1133, 0.2976, 0.1165, -0.1847, -0.0857, -0.1693, -0.2567, -0.1684, 0.1981, -0.2854, 0.0829, 0.1494, -0.1949, 0.2368, 0.0275, 0.2868, 0.0857, 0.0515, -0.2023, -0.2111, 0.14, 0.1112, -0.035
0.3045, -0.0036, -0.0422, -0.0106, 0.2317, 1, -0.183, -0.0079, -0.4652, -0.1025, -0.012, -0.1898, 0.0422, 0.1555, 0.1689, 0.2392, -0.0985, 0.1474, 0.0754, 0.0985, 0.1981, -0.4408, 0.3245, 0.2844, -0.0079, -0.0079, -0.2111, 0.4661, -0.4342, -0.1474, 0.7579, -0.1474, -0.2109, 0.0975, -0.3113, 0.3536, -0.1825, -0.2317, -0.0422, -0.0829, -0.056, 0.1521, -0.2844, 0.1591, 0.1896
-0.1873, 0.0842, -0.1111, -0.0278, 0.0857, -0.183, 1, 0.0312, 0.0422, 0.0476, 0.0135, 0.281, -0.1667, -0.0801, -0.1667, 0.1111, -0.1111, 0.1455, -0.0576, -0.1111, 0.0364, -0.0456, -0.0801, -0.2722, 0.0312, 0.1873, -0.0667, -0.2955, 0.1448, -0.1455, -0.1216, -0.1455, 0.2955, -0.1486, 0.0857, 0.0891, 0.0534, 0.0572, -0.1111, -0.0364, -0.1474, 0.0456, -0.068, 0.1486, 0
0.2061, 0.0552, 0.0312, 0.0663, -0.0843, -0.0079, 0.0312, 1, -0.0909, 0.2542, -0.0987, 0.0965, -0.0702, 0.3974, -0.0468, -0.281, -0.1873, 0.0102, 0.0432, 0.0312, -0.2657, 0.2263, 0.21, -0.1147, -0.0965, -0.0965, -0.1873, 0.1208, 0.1854, 0.1175, 0.186, 0.1175, -0.0264, -0.2808, -0.2851, -0.0668, 0.0225, -0.3172, 0.0312, 0.0102, -0.1657, 0.4142, 0.1147, 0.2808, -0.1721
-0.0079, 0.0036, -0.2392, -0.2533, -0.1412, -0.4652, 0.0422, -0.0909, 1, 0.1025, -0.0736, 0.0909, 0.0633, -0.409, 0.1478, -0.2392, -0.0422, -0.2626, -0.0754, -0.0985, 0.0322, -0.0404, -0.071, 0.1465, 0.2056, 0.2056, 0.2955, -0.2109, 0.0265, 0.1474, -0.4157, 0.1474, 0.1259, -0.0975, 0.1303, -0.0715, 0.267, 0.3222, 0.0422, 0.1981, 0.2117, -0.2483, -0.1465, -0.5868, 0.1551
0.0803, -0.0361, 0.0476, -0.1071, 0.2082, -0.1025, 0.0476, 0.2542, 0.1025, 1, 0.1679, 0.0803, 0.0714, -0.1373, -0.0714, 0.0476, -0.0476, -0.0623, 0.3541, 0.0476, 0.0623, 0.0847, -0.1373, -0.0292, 0.2542, -0.0803, 0.1429, -0.1612, 0.0759, 0.0623, -0.1216, -0.3273, 0.1612, -0.1679, 0.2082, 0.0891, 0.1487, 0.098, 0.0476, -0.0623, -0.0421, -0.0847, 0.0292, -0.1216, -0.1166
