1, 0.3763, -0.2047, -0.0947, -0.0067, -0.0947, -0.1078, -0.121, -0.2189, 0.1551, -0.0067, 0.1117, 0.197, 0.0237, -0.0067, 0.1976, 0.1078, 0.2957, 0.3632, 0.5531, 0.1064, -0.2048, -0.3089, -0.4336
0.3763, 1, 0.1255, 0.3456, -0.0067, -0.0947, -0.2392, -0.121, -0.2189, 0.1551, -0.0067, 0.1117, -0.0404, 0.0237, -0.1748, 0.1976, -0.0237, 0.4782, 0.1144, 0.197, -0.0456, -0.2048, -0.2111, -0.3417
-0.2047, 0.1255, 1, 0.1841, -0.1566, 0.0676, 0.064, -0.1084, -0.0475, -0.0751, 0.0214, -0.1084, -0.2488, -0.2143, 0.1993, 0.177, 0.2143, 0.0271, -0.1001, -0.2488, -0.0161, -0.138, -0.3643, -0.179
-0.0947, 0.3456, 0.1841, 1, 0.1993, 0.1841, 0.064, -0.1084, -0.1961, -0.0751, -0.1566, -0.1084, -0.2488, -0.0751, -0.1566, 0.177, 0.0751, 0.2203, -0.1001, -0.1232, 0.1448, -0.138, -0.3643, -0.179
-0.0067, -0.0067, -0.1566, 0.1993, 1, 0.1993, -0.119, 0.316, -0.1089, -0.119, -0.087, -0.0602, -0.1382, 0.0935, -0.087, -0.1474, 0.119, -0.0118, -0.1287, 0.0537, -0.0983, 0.2107, -0.0443, 0.1842
-0.0947, -0.0947, 0.0676, 0.1841, 0.1993, 1, -0.0751, 0.138, -0.0475, -0.2143, 0.0214, 0.138, -0.1232, -0.0751, -0.1566, 0.0161, -0.064, 0.0271, 0.295, -0.1232, 0.3058, -0.2365, -0.0538, -0.0817
-0.1078, -0.2392, 0.064, 0.064, -0.119, -0.0751, 1, 0.2118, 0.2058, -0.1628, -0.119, -0.0824, -0.039, -0.1628, 0.0935, -0.0576, 0.1628, -0.0738, -0.1761, -0.039, 0.2498, 0.1412, -0.0297, -0.0093
-0.121, -0.121, -0.1084, -0.1084, 0.316, 0.138, 0.2118, 1, -0.0754, -0.0824, -0.0602, -0.0417, -0.0956, -0.0824, -0.0602, -0.6124, 0.0824, -0.0082, -0.0891, -0.0956, -0.068, 0.0417, 0.0788, 0.2303
-0.2189, -0.2189, -0.0475, -0.1961, -0.1089, -0.0475, 0.2058, -0.0754, 1, 0.0284, -0.1089, -0.0754, 0.4678, -0.149, -0.1089, -0.0821, -0.2058, -0.3844, 0.0067, -0.173, -0.1231, -0.0503, -0.1214, -0.0794
0.1551, 0.1551, -0.0751, -0.0751, -0.119, -0.2143, -0.1628, -0.0824, 0.0284, 1, -0.119, 0.2118, -0.039, 0.0033, -0.119, -0.0576, -0.0033, -0.0738, -0.1761, -0.189, -0.1345, 0.0235, -0.0297, 0.1068
-0.0067, -0.0067, 0.0214, -0.1566, -0.087, 0.0214, -0.119, -0.0602, -0.1089, -0.119, 1, -0.0602, 0.0537, 0.0935, 0.7283, -0.1474, 0.119, 0.1358, -0.1287, 0.0537, -0.0983, -0.2408, 0.1138, -0.1129
0.1117, 0.1117, -0.1084, -0.1084, -0.0602, 0.138, -0.0824, -0.0417, -0.0754, 0.2118, -0.0602, 1, -0.0956, -0.0824, -0.0602, 0.068, 0.0824, -0.0082, 0.1893, -0.0956, -0.068, -0.1667, 0.0788, -0.1809
0.197, -0.0404, -0.2488, -0.2488, -0.1382, -0.1232, -0.039, -0.0956, 0.4678, -0.039, 0.0537, -0.0956, 1, 0.111, 0.0537, 0.1562, -0.261, -0.0709, 0.0795, 0.0515, 0.0174, -0.2763, -0.2098, -0.2056
