1, 0.14, 0.2151, -0.0496, 0, -0.2632, 0.017, 0.0816, -0.1158, -0.017, 0.0833, -0.049, 0.2778, -0.25, -0.2942, -0.0891, -0.1225, -0.1346
0.14, 1, 0.0243, 0.1494, -0.14, -0.2557, 0.0679, 0.1715, -0.2363, 0.1108, -0.2275, 0.1133, 0.0275, -0.2976, -0.23, 0.0187, -0.1029, 0.3463
0.2151, 0.0243, 1, -0.0148, -0.2978, -0.1437, -0.0371, -0.1216, -0.0673, 0.1216, -0.1323, 0.1557, 0.0746, -0.0331, -0.0876, 0.2388, 0.0243, 0.2521
-0.0496, 0.1494, -0.0148, 1, 0.0496, 0.1437, 0.0371, 0.3647, -0.2611, 0.0473, -0.0331, -0.0746, -0.0746, -0.0496, 0.3309, 0.0265, 0.0625, 0.1653
0, -0.14, -0.2978, 0.0496, 1, 0.0987, -0.1021, 0, 0.0331, -0.4082, 0.0833, 0.049, -0.0327, 0.1667, 0.1307, -0.0891, -0.0525, -0.1178
-0.2632, -0.2557, -0.1437, 0.1437, 0.0987, 1, 0.1746, -0.1612, 0.1829, -0.2585, 0.0987, 0.0452, -0.3581, 0.2303, 0.2871, -0.0352, 0.0035, -0.0531
0.017, 0.0679, -0.0371, 0.0371, -0.1021, 0.1746, 1, 0, 0.0473, -0.3056, -0.017, 0.0534, 0.1368, 0.017, 0.2202, -0.2364, 0.0679, 0.0721
0.0816, 0.1715, -0.1216, 0.3647, 0, -0.1612, 0, 1, -0.0405, 0, 0.1633, -0.1601, 0, -0.0816, 0.0801, -0.0436, -0.0857, 0.1236
-0.1158, -0.2363, -0.0673, -0.2611, 0.0331, 0.1829, 0.0473, -0.0405, 1, -0.0473, 0.1985, -0.0065, -0.2498, -0.0331, -0.0876, -0.0265, 0.0243, -0.0818
-0.017, 0.1108, 0.1216, 0.0473, -0.4082, -0.2585, -0.3056, 0, -0.0473, 1, 0.017, 0.03, -0.0534, -0.1871, -0.2202, -0.1273, -0.1572, 0.0996
0.0833, -0.2275, -0.1323, -0.0331, 0.0833, 0.0987, -0.017, 0.1633, 0.1985, 0.017, 1, -0.3595, -0.1961, -0.1667, -0.2778, 0, -0.14, -0.1178
-0.049, 0.1133, 0.1557, -0.0746, 0.049, 0.0452, 0.0534, -0.1601, -0.0065, 0.03, -0.3595, 1, 0.0385, 0.0327, -0.0417, -0.0175, -0.0584, -0.0924
0.2778, 0.0275, 0.0746, -0.0746, -0.0327, -0.3581, 0.1368, 0, -0.2498, -0.0534, -0.1961, 0.0385, 1, -0.049, 0.0385, 0.0699, -0.0584, -0.3398
-0.25, -0.2976, -0.0331, -0.0496, 0.1667, 0.2303, 0.017, -0.0816, -0.0331, -0.1871, -0.1667, 0.0327, -0.049, 1, 0.3595, -0.2673, -0.1225, -0.0505
-0.2942, -0.23, -0.0876, 0.3309, 0.1307, 0.2871, 0.2202, 0.0801, -0.0876, -0.2202, -0.2778, -0.0417, 0.0385, 0.3595, 1, -0.0175, 0.1133, -0.0099
-0.0891, 0.0187, 0.2388, 0.0265, -0.0891, -0.0352, -0.2364, -0.0436, -0.0265, -0.1273, 0, -0.0175, 0.0699, -0.2673, -0.0175, 1, 0.2994, 0.1169
-0.1225, -0.1029, 0.0243, 0.0625, -0.0525, 0.0035, 0.0679, -0.0857, 0.0243, -0.1572, -0.14, -0.0584, -0.0584, -0.1225, 0.1133, 0.2994, 1, 0.2579
-0.1346, 0.3463, 0.2521, 0.1653, -0.1178, -0.0531, 0.0721, 0.1236, -0.0818, 0.0996, -0.1178, -0.0924, -0.3398, -0.0505, -0.0099, 0.1169, 0.2579, 1
