1, -0.0623, -0.0361, NaN, -0.0361, -0.0204, NaN, -0.0476, NaN, -0.0204, -0.0292, NaN, -0.0623, -0.0292, -0.0292, -0.0361, -0.0292, NaN, -0.0204, 1, -0.0204, NaN, -0.0292, -0.0361, -0.0204, -0.0292, -0.0476, NaN, NaN, 0.6999, -0.0476, NaN, -0.0476, -0.0204, NaN, NaN, -0.0623, -0.0292, -0.0292, -0.0292, NaN, -0.0421, NaN, -0.0204, -0.0204, NaN, -0.0292, -0.0361, -0.0204, -0.0204, -0.0204, -0.0292, -0.0292, -0.0292, -0.0361, 0.269, -0.0204, -0.0204, -0.0421, 0.1429, NaN, -0.0361, NaN, NaN, -0.0421, -0.0476, -0.0292, -0.0421, NaN, -0.0204, -0.0204, -0.0204, NaN, -0.0361, -0.0292, -0.0204, -0.0204, NaN, -0.0292, -0.0204, NaN, -0.0576, -0.0204, NaN, -0.0204, NaN, -0.0204, -0.0204, -0.0361, -0.0292, -0.0204, 0.6999, NaN, -0.0204, -0.0891, -0.0204, 0.2291, -0.0623, -0.0204, -0.0292
-0.0623, 1, -0.1103, NaN, 0.1195, -0.0623, NaN, 0.4001, NaN, -0.0623, -0.0891, NaN, -0.0417, -0.0891, -0.0891, 0.1195, 0.1893, NaN, -0.0623, -0.0623, 0.3273, NaN, -0.0891, -0.1103, -0.0623, -0.0891, 0.0364, NaN, NaN, -0.0891, -0.1455, NaN, 0.0364, -0.0623, NaN, NaN, 0.256, -0.0891, 0.1893, -0.0891, NaN, 0.0724, NaN, -0.0623, -0.0623, NaN, -0.0891, -0.1103, -0.0623, -0.0623, -0.0623, -0.0891, -0.0891, -0.0891, -0.1103, 0.295, -0.0623, -0.0623, -0.1287, -0.1091, NaN, 0.1195, NaN, NaN, -0.1287, -0.1455, -0.0891, 0.0724, NaN, -0.0623, -0.0623, 0.3273, NaN, -0.1103, -0.0891, -0.0623, -0.0623, NaN, -0.0891, -0.0623, NaN, -0.0189, 0.3273, NaN, -0.0623, NaN, -0.0623, -0.0623, -0.1103, 0.4677, -0.0623, -0.0891, NaN, -0.0623, -0.1507, -0.0623, 0.3353, 0.256, -0.0623, -0.0891
-0.0361, -0.1103, 1, NaN, -0.0638, 0.5654, NaN, -0.0842, NaN, 0.5654, -0.0516, NaN, 0.1195, -0.0516, -0.0516, 0.2908, 0.3782, NaN, -0.0361, -0.0361, -0.0361, NaN, -0.0516, 0.2908, -0.0361, -0.0516, -0.0842, NaN, NaN, 0.3782, -0.0842, NaN, -0.0842, 0.5654, NaN, NaN, -0.1103, -0.0516, -0.0516, -0.0516, NaN, -0.0745, NaN, -0.0361, -0.0361, NaN, -0.0516, -0.0638, 0.5654, -0.0361, -0.0361, -0.0516, -0.0516, -0.0516, 0.2908, -0.1342, -0.0361, -0.0361, -0.0745, -0.2526, NaN, -0.0638, NaN, NaN, -0.0745, -0.0842, -0.0516, -0.0745, NaN, -0.0361, -0.0361, -0.0361, NaN, 0.2908, 0.3782, -0.0361, -0.0361, NaN, -0.0516, -0.0361, NaN, 0.1408, -0.0361, NaN, -0.0361, NaN, -0.0361, -0.0361, -0.0638, -0.0516, -0.0361, -0.0516, NaN, -0.0361, -0.1576, -0.0361, 0.03, -0.1103, -0.0361, -0.0516
NaN, NaN, NaN, 1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
-0.0361, 0.1195, -0.0638, NaN, 1, -0.0361, NaN, -0.0842, NaN, -0.0361, 0.3782, NaN, -0.1103, -0.0516, -0.0516, -0.0638, -0.0516, NaN, -0.0361, -0.0361, -0.0361, NaN, -0.0516, -0.0638, 0.5654, -0.0516, 0.1965, NaN, NaN, -0.0516, -0.0842, NaN, 0.4772, -0.0361, NaN, NaN, -0.1103, -0.0516, -0.0516, -0.0516, NaN, 0.2359, NaN, -0.0361, -0.0361, NaN, -0.0516, -0.0638, -0.0361, -0.0361, -0.0361, -0.0516, -0.0516, -0.0516, -0.0638, -0.1342, -0.0361, -0.0361, -0.0745, -0.0842, NaN, 0.2908, NaN, NaN, -0.0745, 0.1965, -0.0516, -0.0745, NaN, -0.0361, -0.0361, -0.0361, NaN, -0.0638, -0.0516, -0.0361, -0.0361, NaN, -0.0516, -0.0361, NaN, 0.3835, -0.0361, NaN, -0.0361, NaN, -0.0361, -0.0361, -0.0638, -0.0516, -0.0361, -0.0516, NaN, -0.0361, 0.03, -0.0361, 0.03, -0.1103, -0.0361, 0.3782
-0.0204, -0.0623, 0.5654, NaN, -0.0361, 1, NaN, -0.0476, NaN, -0.0204, -0.0292, NaN, 0.3273, -0.0292, -0.0292, -0.0361, -0.0292, NaN, -0.0204, -0.0204, -0.0204, NaN, -0.0292, -0.0361, -0.0204, -0.0292, -0.0476, NaN, NaN, 0.6999, -0.0476, NaN, -0.0476, -0.0204, NaN, NaN, -0.0623, -0.0292, -0.0292, -0.0292, NaN, -0.0421, NaN, -0.0204, -0.0204, NaN, -0.0292, -0.0361, -0.0204, -0.0204, -0.0204, -0.0292, -0.0292, -0.0292, 0.5654, -0.0759, -0.0204, -0.0204, -0.0421, -0.1429, NaN, -0.0361, NaN, NaN, -0.0421, -0.0476, -0.0292, -0.0421, NaN, -0.0204, -0.0204, -0.0204, NaN, -0.0361, -0.0292, -0.0204, -0.0204, NaN, -0.0292, -0.0204, NaN, 0.3541, -0.0204, NaN, -0.0204, NaN, -0.0204, -0.0204, -0.0361, -0.0292, -0.0204, -0.0292, NaN, -0.0204, -0.0891, -0.0204, -0.0891, -0.0623, -0.0204, -0.0292
NaN, NaN, NaN, NaN, NaN, NaN, 1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
-0.0476, 0.4001, -0.0842, NaN, -0.0842, -0.0476, NaN, 1, NaN, -0.0476, -0.068, NaN, 0.0364, -0.068, -0.068, -0.0842, -0.068, NaN, -0.0476, -0.0476, -0.0476, NaN, -0.068, -0.0842, -0.0476, -0.068, -0.1111, NaN, NaN, -0.068, -0.1111, NaN, -0.1111, -0.0476, NaN, NaN, 0.0364, -0.068, -0.068, -0.068, NaN, -0.0983, NaN, -0.0476, 0.4286, NaN, -0.068, -0.0842, -0.0476, -0.0476, -0.0476, -0.068, -0.068, -0.068, 0.1965, 0.1448, -0.0476, -0.0476, -0.0983, 0.2, NaN, -0.0842, NaN, NaN, -0.0983, -0.1111, -0.068, 0.3932, NaN, -0.0476, -0.0476, -0.0476, NaN, 0.1965, -0.068, -0.0476, -0.0476, NaN, -0.068, -0.0476, NaN, -0.1345, -0.0476, NaN, -0.0476, NaN, -0.0476, -0.0476, -0.0842, 0.2722, -0.0476, -0.068, NaN, -0.0476, 0.0891, -0.0476, -0.0594, 0.0364, 0.4286, -0.068
NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
-0.0204, -0.0623, 0.5654, NaN, -0.0361, -0.0204, NaN, -0.0476, NaN, 1, -0.0292, NaN, -0.0623, -0.0292, -0.0292, -0.0361, -0.0292, NaN, -0.0204, -0.0204, -0.0204, NaN, -0.0292, -0.0361, -0.0204, -0.0292, -0.0476, NaN, NaN, -0.0292, -0.0476, NaN, -0.0476, -0.0204, NaN, NaN, -0.0623, -0.0292, -0.0292, -0.0292, NaN, -0.0421, NaN, -0.0204, -0.0204, NaN, -0.0292, -0.0361, -0.0204, -0.0204, -0.0204, -0.0292, -0.0292, -0.0292, -0.0361, -0.0759, -0.0204, -0.0204, -0.0421, -0.1429, NaN, -0.0361, NaN, NaN, -0.0421, -0.0476, -0.0292, -0.0421, NaN, -0.0204, -0.0204, -0.0204, NaN, 0.5654, 0.6999, -0.0204, -0.0204, NaN, -0.0292, -0.0204, NaN, -0.0576, -0.0204, NaN, -0.0204, NaN, -0.0204, -0.0204, -0.0361, -0.0292, -0.0204, -0.0292, NaN, -0.0204, -0.0891, -0.0204, -0.0891, -0.0623, -0.0204, -0.0292
