1, -0.0891, 0.0364, 0.1071, -0.1287, 0.1893, 0.0322, 0.3273, 0.0724, 0.1144, -0.1001, -0.0623, -0.1507, 0.0364, 0.0724, 0.2657, -0.1761, 0.3635, -0.0818, -0.1905
-0.0891, 1, -0.068, 0.1893, -0.0602, -0.0417, 0.0689, -0.0292, -0.0602, -0.121, -0.1084, -0.0292, 0.1, 0.2722, -0.0602, -0.1147, -0.0824, 0.17, -0.1021, -0.0891
0.0364, -0.068, 1, 0.0364, -0.0983, -0.068, 0.0422, -0.0476, -0.0983, -0.0456, -0.0161, -0.0476, -0.0594, -0.1111, -0.0983, -0.0312, 0.0576, 0.0174, -0.1667, -0.1455
0.1071, 0.1893, 0.0364, 1, -0.1287, -0.0891, -0.0829, -0.0623, 0.2735, -0.0099, 0.0316, 0.3273, -0.1507, 0.2182, -0.1287, -0.1175, -0.1761, 0.0795, -0.0818, -0.1905
-0.1287, -0.0602, -0.0983, -0.1287, 1, -0.0602, 0.0996, -0.0421, -0.087, -0.1748, 0.0214, -0.0421, -0.0197, -0.0983, -0.087, 0.1795, 0.0935, 0.0537, -0.1474, 0.2735
0.1893, -0.0417, -0.068, -0.0891, -0.0602, 1, -0.1465, -0.0292, -0.0602, -0.121, -0.1084, -0.0292, -0.1273, -0.068, -0.0602, 0.1243, -0.0824, 0.17, 0.1531, -0.0891
0.0322, 0.0689, 0.0422, -0.0829, 0.0996, -0.1465, 1, 0.199, -0.056, -0.2329, 0.1284, -0.1025, -0.0715, -0.2392, -0.056, 0.0909, 0.0754, -0.2264, -0.2533, 0.0322
0.3273, -0.0292, -0.0476, -0.0623, -0.0421, -0.0292, 0.199, 1, -0.0421, 0.241, -0.0759, -0.0204, 0.2291, -0.0476, -0.0421, -0.0803, -0.0576, 0.3049, -0.0714, -0.0623
0.0724, -0.0602, -0.0983, 0.2735, -0.087, -0.0602, -0.056, -0.0421, 1, 0.3294, 0.1993, -0.0421, -0.1839, -0.0983, -0.087, 0.0069, -0.119, -0.1382, -0.1474, -0.1287
0.1144, -0.121, -0.0456, -0.0099, -0.1748, -0.121, -0.2329, 0.241, 0.3294, 1, 0.1255, -0.0847, -0.065, -0.1976, -0.0067, 0.094, -0.2392, 0.0783, -0.0684, -0.2587
-0.1001, -0.1084, -0.0161, 0.0316, 0.0214, -0.1084, 0.1284, -0.0759, 0.1993, 0.1255, 1, -0.0759, -0.2237, -0.177, -0.1566, 0.0407, -0.0751, -0.1232, -0.2655, -0.1001
-0.0623, -0.0292, -0.0476, 0.3273, -0.0421, -0.0292, -0.1025, -0.0204, -0.0421, -0.0847, -0.0759, 1, 0.2291, 0.4286, -0.0421, -0.0803, -0.0576, -0.0669, 0.2857, -0.0623
-0.1507, 0.1, -0.0594, -0.1507, -0.0197, -0.1273, -0.0715, 0.2291, -0.1839, -0.065, -0.2237, 0.2291, 1, 0.2376, -0.0197, -0.2461, -0.1232, -0.1762, 0.4677, -0.1507
0.0364, 0.2722, -0.1111, 0.2182, -0.0983, -0.068, -0.2392, -0.0476, -0.0983, -0.1976, -0.177, 0.4286, 0.2376, 1, 0.1474, -0.1873, -0.1345, 0.1909, 0.3333, -0.1455
0.0724, -0.0602, -0.0983, -0.1287, -0.087, -0.0602, -0.056, -0.0421, -0.087, -0.0067, -0.1566, -0.0421, -0.0197, 0.1474, 1, 0.1795, 0.0935, 0.0537, 0.0369, -0.1287
0.2657, -0.1147, -0.0312, -0.1175, 0.1795, 0.1243, 0.0909, -0.0803, 0.0069, 0.094, 0.0407, -0.0803, -0.2461, -0.1873, 0.1795, 1, -0.2267, -0.1414, -0.1639, -0.2453
-0.1761, -0.0824, 0.0576, -0.1761, 0.0935, -0.0824, 0.0754, -0.0576, -0.119, -0.2392, -0.0751, -0.0576, -0.1232, -0.1345, 0.0935, -0.2267, 1, -0.039, -0.0576, 0.61
0.3635, 0.17, 0.0174, 0.0795, 0.0537, 0.17, -0.2264, 0.3049, -0.1382, 0.0783, -0.1232, -0.0669, -0.1762, 0.1909, 0.0537, -0.1414, -0.039, 1, -0.2343, 0.0795
-0.0818, -0.1021, -0.1667, -0.0818, -0.1474, 0.1531, -0.2533, -0.0714, -0.1474, -0.0684, -0.2655, 0.2857, 0.4677, 0.3333, 0.0369, -0.1639, -0.0576, -0.2343, 1, -0.0818
-0.1905, -0.0891, -0.1455, -0.1905, 0.2735, -0.0891, 0.0322, -0.0623, -0.1287, -0.2587, -0.1001, -0.0623, -0.1507, -0.1455, -0.1287, -0.2453, 0.61, 0.0795, -0.0818, 1
