1, 0.3273, 0, -0.0067, -0.2533, 0.0214, 0.2744, -0.1906, -0.1909, -0.1021, 0.068, -0.1368, -0.0371, 0.0451, 0.0417
0.3273, 1, 0.2182, 0.2286, -0.2672, 0.0187, 0.0092, -0.2539, -0.2613, 0.0891, -0.0891, -0.0175, 0.115, -0.1273, -0.2364
0, 0.2182, 1, 0.1612, -0.0422, 0.1715, -0.2111, 0.0401, -0.0521, 0, 0, 0, -0.0405, -0.1667, 0
-0.0067, 0.2286, 0.1612, 1, -0.2109, 0.0898, -0.1259, -0.2328, -0.2056, -0.1809, -0.2632, 0.0452, 0.1437, -0.2585, 0.2585
-0.2533, -0.2672, -0.0422, -0.2109, 1, -0.4127, 0.1087, 0.0695, 0.3231, 0.0689, -0.1896, -0.071, -0.1831, 0.0106, -0.0985
0.0214, 0.0187, 0.1715, 0.0898, -0.4127, 1, -0.2317, 0.0551, 0.0982, -0.21, 0.2275, 0.1991, -0.2849, 0.2894, 0.0679
0.2744, 0.0092, -0.2111, -0.1259, 0.1087, -0.2317, 1, 0.0695, -0.1165, 0.1551, -0.2758, -0.3245, 0.1591, 0.0985, -0.0106
-0.1906, -0.2539, 0.0401, -0.2328, 0.0695, 0.0551, 0.0695, 1, 0.1191, 0.3113, 0.0655, -0.0835, 0.0537, -0.1906, 0.0234
-0.1909, -0.2613, -0.0521, -0.2056, 0.3231, 0.0982, -0.1165, 0.1191, 1, -0.0425, 0.0638, 0.0333, -0.1877, 0.1345, -0.026
-0.1021, 0.0891, 0, -0.1809, 0.0689, -0.21, 0.1551, 0.3113, -0.0425, 1, -0.25, 0.1961, -0.0496, -0.1871, -0.2381
0.068, -0.0891, 0, -0.2632, -0.1896, 0.2275, -0.2758, 0.0655, 0.0638, -0.25, 1, 0.0327, -0.2151, 0.2381, 0.1021
-0.1368, -0.0175, 0, 0.0452, -0.071, 0.1991, -0.3245, -0.0835, 0.0333, 0.1961, 0.0327, 1, 0.1687, -0.0534, 0.3036
-0.0371, 0.115, -0.0405, 0.1437, -0.1831, -0.2849, 0.1591, 0.0537, -0.1877, -0.0496, -0.2151, 0.1687, 1, -0.206, 0.1216
0.0451, -0.1273, -0.1667, -0.2585, 0.0106, 0.2894, 0.0985, -0.1906, 0.1345, -0.1871, 0.2381, -0.0534, -0.206, 1, -0.3056
0.0417, -0.2364, 0, 0.2585, -0.0985, 0.0679, -0.0106, 0.0234, -0.026, -0.2381, 0.1021, 0.3036, 0.1216, -0.3056, 1
