1, -0.1679, 0.2132, NaN, -0.2626, -0.5621, 0.3045, 0.1478, 0.2264, -0.426, -0.3113, 0.0135, -0.0322, 0.1773, -0.1742, -0.0322, 0.1478, 0.0985
-0.1679, 1, -0.189, NaN, 0.1761, 0.1628, -0.1781, -0.0865, 0.039, 0.0754, 0.0939, 0.1569, -0.1384, -0.064, 0.1019, 0.0189, 0.0576, 0.1345
0.2132, -0.189, 1, NaN, 0.0625, 0.039, 0.0195, 0.1041, -0.0515, -0.1165, -0.0982, 0.1375, 0.2045, 0.1232, -0.1008, -0.0795, -0.026, -0.0174
NaN, NaN, NaN, 1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
-0.2626, 0.1761, 0.0625, NaN, 1, 0.4528, -0.2453, 0.0546, -0.0625, 0.1981, 0.2994, -0.0917, -0.0417, 0.0316, -0.1103, -0.1905, -0.0818, -0.1455
-0.5621, 0.1628, 0.039, NaN, 0.4528, 1, -0.2267, -0.0576, -0.039, 0.1679, 0.1532, -0.2723, -0.0189, -0.2143, -0.1019, -0.0189, -0.0576, -0.1345
0.3045, -0.1781, 0.0195, NaN, -0.2453, -0.2267, 1, 0.3044, 0.59, -0.5852, -0.6184, -0.4462, 0.3934, 0.2668, 0.0552, 0.0102, -0.1639, -0.1873
0.1478, -0.0865, 0.1041, NaN, 0.0546, -0.0576, 0.3044, 1, 0.026, -0.2744, -0.5145, -0.0801, 0.4637, 0.338, -0.1263, 0.1909, -0.125, 0
0.2264, 0.039, -0.0515, NaN, -0.0625, -0.039, 0.59, 0.026, 1, -0.3231, -0.4598, -0.3459, 0.0795, 0.0025, 0.1008, -0.0625, -0.1041, -0.1562
-0.426, 0.0754, -0.1165, NaN, 0.1981, 0.1679, -0.5852, -0.2744, -0.3231, 1, 0.4127, 0.5206, -0.1474, -0.0265, 0.0036, 0.0829, 0.0422, 0.0985
-0.3113, 0.0939, -0.0982, NaN, 0.2994, 0.1532, -0.6184, -0.5145, -0.4598, 0.4127, 1, 0.1442, -0.4023, -0.3602, -0.0072, -0.0515, 0.1286, -0.0572
0.0135, 0.1569, 0.1375, NaN, -0.0917, -0.2723, -0.4462, -0.0801, -0.3459, 0.5206, 0.1442, 1, 0.0175, -0.0271, 0.0944, 0.0175, 0.2202, 0.2135
-0.0322, -0.1384, 0.2045, NaN, -0.0417, -0.0189, 0.3934, 0.4637, 0.0795, -0.1474, -0.4023, 0.0175, 1, 0.5584, -0.1103, -0.0417, -0.2182, -0.1455
0.1773, -0.064, 0.1232, NaN, 0.0316, -0.2143, 0.2668, 0.338, 0.0025, -0.0265, -0.3602, -0.0271, 0.5584, 1, -0.1342, -0.1001, -0.1448, -0.0161
-0.1742, 0.1019, -0.1008, NaN, -0.1103, -0.1019, 0.0552, -0.1263, 0.1008, 0.0036, -0.0072, 0.0944, -0.1103, -0.1342, 1, 0.1195, -0.1263, -0.0842
-0.0322, 0.0189, -0.0795, NaN, -0.1905, -0.0189, 0.0102, 0.1909, -0.0625, 0.0829, -0.0515, 0.0175, -0.0417, -0.1001, 0.1195, 1, 0.0546, 0.0364
0.1478, 0.0576, -0.026, NaN, -0.0818, -0.0576, -0.1639, -0.125, -0.1041, 0.0422, 0.1286, 0.2202, -0.2182, -0.1448, -0.1263, 0.0546, 1, 0.1667
0.0985, 0.1345, -0.0174, NaN, -0.1455, -0.1345, -0.1873, 0, -0.1562, 0.0985, -0.0572, 0.2135, -0.1455, -0.0161, -0.0842, 0.0364, 0.1667, 1
