1, 0.0214, 0.0134, 0.0939, -0.0398, 0.125, 0.0857, 0.1165, -0.0398, -0.2098
0.0214, 1, 0.0824, 0.0576, -0.1865, -0.1345, 0.0417, 0.0663, -0.0106, -0.026
0.0134, 0.0824, 1, -0.189, 0.1033, -0.2195, -0.1041, 0.1024, -0.2264, 0.187
0.0939, 0.0576, -0.189, 1, -0.0462, 0.111, 0.3747, -0.2267, -0.1679, -0.039
-0.0398, -0.1865, 0.1033, -0.0462, 1, -0.2264, -0.1478, 0.0909, -0.0695, 0.1033
0.125, -0.1345, -0.2195, 0.111, -0.2264, 1, 0.1562, -0.0195, -0.0066, 0.0515
0.0857, 0.0417, -0.1041, 0.3747, -0.1478, 0.1562, 1, -0.0468, -0.0422, 0.026
0.1165, 0.0663, 0.1024, -0.2267, 0.0909, -0.0195, -0.0468, 1, -0.2056, -0.0195
-0.0398, -0.0106, -0.2264, -0.1679, -0.0695, -0.0066, -0.0422, -0.2056, 1, 0.1033
-0.2098, -0.026, 0.187, -0.039, 0.1033, 0.0515, 0.026, -0.0195, 0.1033, 1
