1, -0.0613, 0.1431, -0.0843, -0.0843, -0.0724, 0.0132, 0.1228, 0.0807, -0.0724
-0.0613, 1, 0.2381, -0.0748, -0.1684, -0.0316, -0.0613, 0.0409, -0.2417, -0.137
0.1431, 0.2381, 1, -0.0748, 0.0187, -0.0316, -0.0613, 0.2453, -0.1074, 0.0737
-0.0843, -0.0748, -0.0748, 1, -0.011, 0.1532, 0.2168, -0.0843, -0.2533, 0.1532
-0.0843, -0.1684, 0.0187, -0.011, 1, -0.0538, -0.0843, 0.3172, 0.0106, 0.1532
-0.0724, -0.0316, -0.0316, 0.1532, -0.0538, 1, -0.0724, -0.1854, 0.101, -0.049
0.0132, -0.0613, -0.0613, 0.2168, -0.0843, -0.0724, 1, -0.0965, -0.2075, 0.1537
0.1228, 0.0409, 0.2453, -0.0843, 0.3172, -0.1854, -0.0965, 1, -0.0634, -0.0724
0.0807, -0.2417, -0.1074, -0.2533, 0.0106, 0.101, -0.2075, -0.0634, 1, -0.1961
-0.0724, -0.137, 0.0737, 0.1532, 0.1532, -0.049, 0.1537, -0.0724, -0.1961, 1
