1, 0.0219, 0.4223, -0.0944, 0.1162, -0.24, -0.2942, 0.1991, -0.1825, -0.3203, 0.1748, 0.1134, -0.0175, -0.24, -0.2368
0.0219, 1, -0.1822, -0.1498, -0.094, 0.1521, -0.1675, -0.1799, -0.0558, 0.0456, 0.0056, -0.1254, 0.2885, 0.2483, 0.0499
0.4223, -0.1822, 1, -0.1978, 0.054, -0.214, -0.286, 0.0954, -0.134, -0.0412, -0.0187, -0.0137, -0.027, -0.04, -0.2488
-0.0944, -0.1498, -0.1978, 1, -0.0552, 0.1742, 0.0344, -0.0072, 0.0036, -0.0842, -0.1978, 0.014, -0.2021, 0.1742, -0.215
0.1162, -0.094, 0.054, -0.0552, 1, 0.0079, 0.1147, 0.0161, 0.2887, -0.1873, -0.1389, -0.2263, -0.2657, -0.1898, 0.0987
-0.24, 0.1521, -0.214, 0.1742, 0.0079, 1, 0.3275, -0.5937, -0.0196, -0.0422, -0.04, -0.0774, -0.0829, -0.1586, 0.0736
-0.2942, -0.1675, -0.286, 0.0344, 0.1147, 0.3275, 1, -0.1225, 0.0172, 0.0816, 0.0505, -0.1871, 0, -0.1034, 0.0331
0.1991, -0.1799, 0.0954, -0.0072, 0.0161, -0.5937, -0.1225, 1, 0.0507, -0.1715, 0.1837, 0.0214, -0.0748, -0.0507, -0.1981
-0.1825, -0.0558, -0.134, 0.0036, 0.2887, -0.0196, 0.0172, 0.0507, 1, -0.0422, -0.047, -0.0985, -0.2856, -0.0196, 0.0975
-0.3203, 0.0456, -0.0412, -0.0842, -0.1873, -0.0422, 0.0816, -0.1715, -0.0422, 1, -0.0412, -0.0833, 0.1309, 0.1267, 0.2026
0.1748, 0.0056, -0.0187, -0.1978, -0.1389, -0.04, 0.0505, 0.1837, -0.047, -0.0412, 1, 0.0721, -0.2068, -0.301, -0.3323
0.1134, -0.1254, -0.0137, 0.014, -0.2263, -0.0774, -0.1871, 0.0214, -0.0985, -0.0833, 0.0721, 1, -0.3091, -0.1654, -0.1216
-0.0175, 0.2885, -0.027, -0.2021, -0.2657, -0.0829, 0, -0.0748, -0.2856, 0.1309, -0.2068, -0.3091, 1, 0.0092, 0.3802
-0.24, 0.2483, -0.04, 0.1742, -0.1898, -0.1586, -0.1034, -0.0507, -0.0196, 0.1267, -0.301, -0.1654, 0.0092, 1, -0.0975
-0.2368, 0.0499, -0.2488, -0.215, 0.0987, 0.0736, 0.0331, -0.1981, 0.0975, 0.2026, -0.3323, -0.1216, 0.3802, -0.0975, 1
