1, 0.4753, 0.6459, -0.0847, -0.0786, -0.1976, 0.2111, 0.1343, 0.0099, -0.2094, -0.1343, -0.3432, -0.1498, -0.1748, 0.1064, -0.1748, 0.1255, 0.6069, -0.2263, -0.1665, -0.2519, -0.0404, 0.1117, -0.0786
0.4753, 1, 0.4295, -0.1118, -0.1623, 0.1511, 0.1837, 0.1169, 0.1169, -0.6342, -0.1169, -0.5674, -0.1978, 0.0729, -0.1236, 0.0729, -0.0179, 0.7463, -0.3435, -0.3047, -0.4025, -0.045, 0.0505, -0.1623
0.6459, 0.4295, 1, -0.0891, -0.0932, -0.2079, 0.3323, 0.2722, 0.0292, -0.2548, -0.1507, -0.2033, -0.1576, -0.0197, -0.0594, -0.0197, -0.0086, 0.5638, 0.0668, -0.2897, -0.1141, -0.1762, 0.1, -0.0932
-0.0847, -0.1118, -0.0891, 1, 0.3869, 0.4286, 0.098, -0.3273, 0.0623, -0.1612, -0.0623, -0.1487, -0.0361, -0.0421, -0.0476, 0.4845, -0.0759, -0.0935, -0.0803, 0.2291, -0.1487, 0.3049, 0.6999, 0.3869
-0.0786, -0.1623, -0.0932, 0.3869, 1, 0.0821, 0.2533, -0.0067, 0.1612, 0.2033, -0.1612, -0.2612, -0.0933, -0.1089, -0.1231, 0.118, 0.2496, 0.0269, 0.3689, 0.4551, 0.2316, 0.1474, 0.2387, 0.053
-0.1976, 0.1511, -0.2079, 0.4286, 0.0821, 1, -0.2001, -0.2182, 0.1455, -0.2417, 0.0364, -0.2135, -0.0842, 0.1474, -0.1111, 0.3932, -0.177, -0.0727, -0.1873, -0.0594, -0.2135, 0.0174, 0.2722, 0.0821
0.2111, 0.1837, 0.3323, 0.098, 0.2533, -0.2001, 1, 0.2854, 0.4023, -0.0035, -0.4023, -0.23, -0.0072, -0.2718, -0.0572, 0.0443, -0.0497, 0.3555, 0.2851, 0.1413, 0.0275, 0.0982, 0.14, -0.0106
0.1343, 0.1169, 0.2722, -0.3273, -0.0067, -0.2182, 0.2854, 1, 0.256, -0.0571, -0.1071, 0.1267, -0.1195, -0.0724, 0.1455, -0.4746, -0.4267, 0.0476, 0.2453, 0.0292, 0.0175, -0.2215, -0.1893, -0.1746
0.0099, 0.1169, 0.0292, 0.0623, 0.1612, 0.1455, 0.4023, 0.256, 1, -0.1671, -0.1071, -0.0917, 0.1103, 0.1287, -0.0364, 0.1287, -0.1633, 0.1667, -0.0102, 0.1507, 0.0175, 0.0625, 0.0891, -0.0067
-0.2094, -0.6342, -0.2548, -0.1612, 0.2033, -0.2417, -0.0035, -0.0571, -0.1671, 1, 0.1671, 0.4387, 0.2239, -0.3327, -0.1074, -0.1842, 0.179, -0.4748, 0.4038, 0.1938, 0.4387, -0.1091, -0.2303, 0.0794
-0.1343, -0.1169, -0.1507, -0.0623, -0.1612, 0.0364, -0.4023, -0.1071, -0.1071, 0.1671, 1, 0.2009, -0.1103, 0.0724, 0.0364, -0.1287, 0.0316, -0.2857, -0.2453, -0.0292, 0.2009, -0.0625, -0.0891, 0.1746
-0.3432, -0.5674, -0.2033, -0.1487, -0.2612, -0.2135, -0.23, 0.1267, -0.0917, 0.4387, 0.2009, 1, 0.0742, -0.0118, 0.1868, -0.1594, -0.0696, -0.594, 0.0712, -0.025, 0.2788, -0.1751, -0.2125, -0.0148
-0.1498, -0.1978, -0.1576, -0.0361, -0.0933, -0.0842, -0.0072, -0.1195, 0.1103, 0.2239, -0.1103, 0.0742, 1, -0.0745, -0.0842, -0.0745, 0.0691, -0.1654, 0.0552, 0.2176, 0.2427, -0.1184, -0.0516, 0.1659
