1, NaN, -0.0847, -0.0421, -0.0204, -0.0204, -0.0669, -0.0759, -0.0292, -0.0421, -0.0714, -0.0669, -0.0361, -0.0669, -0.0576, -0.0361, -0.0292, -0.0361, -0.0292, -0.0623, -0.0292, 0.1825, -0.0204, -0.0292, -0.0759, -0.0476, -0.0714, -0.0204, -0.0528, -0.0292, -0.0528, 0.2857, -0.0361, -0.0361, -0.0421, -0.0714, -0.0759, -0.0204, -0.0292, -0.0476
NaN, 1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
-0.0847, NaN, 1, -0.0067, 0.241, -0.0847, 0.197, 0.1255, 0.3444, -0.0067, 0.2736, -0.0404, -0.1498, 0.0783, 0.1551, -0.1498, -0.121, 0.2342, 0.1117, -0.2587, -0.121, -0.3701, -0.0847, -0.121, 0.2355, -0.0456, 0.2736, -0.0847, -0.2189, -0.121, -0.0786, 0.0456, 0.0422, -0.1498, 0.4975, 0.1596, -0.0947, -0.0847, -0.121, -0.1976
-0.0421, NaN, -0.0067, 1, -0.0421, -0.0421, 0.0537, 0.0214, -0.0602, -0.087, 0.2212, 0.0537, 0.5463, 0.0537, -0.119, -0.0745, -0.0602, -0.0745, -0.0602, -0.1287, -0.0602, 0.0729, -0.0421, 0.316, 0.0214, -0.0983, -0.1474, -0.0421, -0.1089, -0.0602, -0.1089, -0.1474, -0.0745, 0.2359, 0.1848, -0.1474, -0.1566, -0.0421, -0.0602, -0.0983
-0.0204, NaN, 0.241, -0.0421, 1, -0.0204, 0.3049, -0.0759, -0.0292, -0.0421, -0.0714, -0.0669, -0.0361, -0.0669, -0.0576, -0.0361, -0.0292, -0.0361, 0.6999, -0.0623, -0.0292, -0.1118, -0.0204, -0.0292, 0.269, -0.0476, 0.2857, -0.0204, -0.0528, -0.0292, -0.0528, 0.2857, 0.5654, -0.0361, -0.0421, -0.0714, -0.0759, -0.0204, -0.0292, -0.0476
-0.0204, NaN, -0.0847, -0.0421, -0.0204, 1, -0.0669, -0.0759, -0.0292, 0.4845, -0.0714, -0.0669, -0.0361, -0.0669, -0.0576, -0.0361, -0.0292, -0.0361, -0.0292, -0.0623, 0.6999, -0.1118, -0.0204, -0.0292, -0.0759, -0.0476, -0.0714, -0.0204, -0.0528, -0.0292, -0.0528, -0.0714, -0.0361, -0.0361, -0.0421, -0.0714, -0.0759, -0.0204, -0.0292, -0.0476
-0.0669, NaN, 0.197, 0.0537, 0.3049, -0.0669, 1, -0.1232, 0.17, 0.0537, -0.1041, -0.2195, 0.1008, -0.2195, -0.039, -0.1184, -0.0956, -0.1184, 0.17, -0.2045, -0.0956, -0.1523, -0.0669, 0.17, 0.1282, -0.1562, 0.4165, 0.3049, -0.0128, -0.0956, -0.0128, -0.1041, 0.1008, -0.1184, -0.1382, 0.026, -0.2488, -0.0669, -0.0956, -0.1562
-0.0759, NaN, 0.1255, 0.0214, -0.0759, -0.0759, -0.1232, 1, 0.138, 0.0214, 0.2173, 0.5052, -0.1342, 0.0025, -0.0751, 0.2724, -0.1084, 0.0691, 0.138, -0.1001, -0.1084, -0.0179, -0.0759, -0.1084, -0.049, 0.1448, 0.2173, -0.0759, -0.0475, -0.1084, -0.1961, -0.1448, -0.1342, 0.0691, 0.0214, 0.0966, -0.049, -0.0759, -0.1084, -0.177
-0.0292, NaN, 0.3444, -0.0602, -0.0292, -0.0292, 0.17, 0.138, 1, -0.0602, 0.1531, -0.0956, -0.0516, -0.0956, 0.2118, -0.0516, -0.0417, -0.0516, -0.0417, -0.0891, -0.0417, -0.1598, -0.0292, -0.0417, 0.138, -0.068, 0.1531, -0.0292, -0.0754, -0.0417, -0.0754, 0.1531, -0.0516, -0.0516, -0.0602, 0.1531, 0.138, -0.0292, -0.0417, -0.068
-0.0421, NaN, -0.0067, -0.087, -0.0421, 0.4845, 0.0537, 0.0214, -0.0602, 1, 0.0369, -0.1382, -0.0745, -0.1382, 0.0935, -0.0745, -0.0602, -0.0745, -0.0602, 0.0724, 0.6922, -0.079, -0.0421, -0.0602, 0.0214, -0.0983, -0.1474, 0.4845, -0.1089, -0.0602, -0.1089, 0.0369, -0.0745, -0.0745, 0.1848, 0.0369, -0.1566, -0.0421, 0.316, -0.0983
