1, -0.1, -0.1001, -0.0099, -0.1455, -0.1175, 0.1071, 0.1071, 0.0724, 0.0102
-0.1, 1, 0.1046, -0.0646, 0.1667, -0.0312, 0.0136, 0.3546, 0.2396, -0.1288
-0.1001, 0.1046, 1, 0.0154, 0.1448, 0.0407, 0.0316, -0.2318, 0.0214, -0.0724
-0.0099, -0.0646, 0.0154, 1, -0.1976, -0.0128, -0.0099, -0.1343, -0.0067, 0.094
-0.1455, 0.1667, 0.1448, -0.1976, 1, -0.1873, -0.1455, 0.0364, -0.0983, 0.1249
-0.1175, -0.0312, 0.0407, -0.0128, -0.1873, 1, 0.0102, 0.0102, 0.0069, 0.0132
0.1071, 0.0136, 0.0316, -0.0099, -0.1455, 0.0102, 1, -0.1905, -0.1287, -0.1175
0.1071, 0.3546, -0.2318, -0.1343, 0.0364, 0.0102, -0.1905, 1, 0.0724, 0.0102
0.0724, 0.2396, 0.0214, -0.0067, -0.0983, 0.0069, -0.1287, 0.0724, 1, -0.1657
0.0102, -0.1288, -0.0724, 0.094, 0.1249, 0.0132, -0.1175, 0.0102, -0.1657, 1
