1, 0.0174, 0.0572, 0.1739, 0, -0.1976, -0.1976, 0.1667, -0.1873, -0.1562
0.0174, 1, 0.0134, 0.2235, -0.2343, 0.0783, -0.0404, 0.1909, -0.0195, 0.0515
0.0572, 0.0134, 1, -0.1411, -0.0214, -0.1134, 0.3753, 0.0214, 0.0161, -0.0982
0.1739, 0.2235, -0.1411, 1, -0.1405, 0.0897, -0.0933, -0.0602, -0.233, -0.1943
0, -0.2343, -0.0214, -0.1405, 1, -0.0684, -0.0684, -0.0625, -0.281, 0.2863
-0.1976, 0.0783, -0.1134, 0.0897, -0.0684, 1, 0.0644, -0.2546, 0.2007, 0.197
-0.1976, -0.0404, 0.3753, -0.0933, -0.0684, 0.0644, 1, -0.0646, 0.094, -0.0404
0.1667, 0.1909, 0.0214, -0.0602, -0.0625, -0.2546, -0.0646, 1, -0.1288, 0.1909
-0.1873, -0.0195, 0.0161, -0.233, -0.281, 0.2007, 0.094, -0.1288, 1, -0.0195
-0.1562, 0.0515, -0.0982, -0.1943, 0.2863, 0.197, -0.0404, 0.1909, -0.0195, 1
