1, -0.0361, -0.1184, -0.2239, 0.6454, -0.0638, -0.0638, NaN, -0.0361, NaN, -0.1019, 0.3492, -0.0638, -0.1654, 0.1195, 0.1965, -0.0516, 0.3492, 0.2908, -0.0842, 0.1408, -0.0638, -0.1184, -0.0516, -0.0933, NaN, -0.1103, -0.0745, -0.1103, 0.0184
-0.0361, 1, -0.0669, -0.1266, -0.0361, -0.0361, -0.0361, NaN, -0.0204, NaN, -0.0576, -0.0623, -0.0361, 0.2182, -0.0623, -0.0476, 0.6999, -0.0623, -0.0361, -0.0476, -0.0576, 0.5654, -0.0669, -0.0292, -0.0528, NaN, 0.3273, 0.4845, -0.0623, -0.0935
-0.1184, -0.0669, 1, 0.4237, -0.1184, 0.1008, -0.1184, NaN, -0.0669, NaN, 0.111, 0.0795, -0.1184, 0.1477, -0.0625, -0.1562, -0.0956, -0.2045, -0.1184, 0.1909, -0.189, -0.1184, -0.084, 0.4357, 0.1474, NaN, -0.2045, -0.1382, 0.0795, 0.1477
-0.2239, -0.1266, 0.4237, 1, -0.2239, -0.0543, -0.0543, NaN, -0.1266, NaN, 0.1068, -0.0571, -0.0543, 0.0352, 0.0528, -0.1612, -0.1809, -0.1671, 0.1154, -0.0269, 0.1068, -0.2239, 0.1091, 0.2303, 0.0446, NaN, 0.2726, -0.2614, -0.277, -0.1407
0.6454, -0.0361, -0.1184, -0.2239, 1, -0.0638, -0.0638, NaN, -0.0361, NaN, -0.1019, 0.1195, -0.0638, 0.0184, 0.1195, -0.0842, 0.3782, 0.3492, -0.0638, -0.0842, -0.1019, -0.0638, -0.1184, -0.0516, -0.0933, NaN, -0.1103, -0.0745, -0.1103, 0.0184
-0.0638, -0.0361, 0.1008, -0.0543, -0.0638, 1, -0.0638, NaN, -0.0361, NaN, 0.1408, -0.1103, -0.0638, 0.2021, 0.1195, -0.0842, -0.0516, 0.1195, -0.0638, 0.1965, -0.1019, -0.0638, -0.1184, -0.0516, 0.1659, NaN, -0.1103, -0.0745, -0.1103, 0.0184
-0.0638, -0.0361, -0.1184, -0.0543, -0.0638, -0.0638, 1, NaN, -0.0361, NaN, -0.1019, -0.1103, 0.2908, -0.1654, -0.1103, -0.0842, -0.0516, -0.1103, -0.0638, -0.0842, 0.1408, -0.0638, -0.1184, -0.0516, -0.0933, NaN, 0.1195, -0.0745, 0.3492, -0.1654
NaN, NaN, NaN, NaN, NaN, NaN, NaN, 1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
-0.0361, -0.0204, -0.0669, -0.1266, -0.0361, -0.0361, -0.0361, NaN, 1, NaN, -0.0576, -0.0623, -0.0361, -0.0935, -0.0623, -0.0476, -0.0292, -0.0623, -0.0361, 0.4286, -0.0576, 0.5654, -0.0669, -0.0292, -0.0528, NaN, -0.0623, -0.0421, 0.3273, 0.2182
NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 1, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN
-0.1019, -0.0576, 0.111, 0.1068, -0.1019, 0.1408, -0.1019, NaN, -0.0576, NaN, 1, -0.1761, 0.1408, 0.239, -0.0189, -0.1345, -0.0824, -0.1761, -0.1019, 0.0576, -0.1628, 0.1408, -0.189, -0.0824, 0.2058, NaN, -0.0189, -0.119, -0.1761, 0.1132
0.3492, -0.0623, 0.0795, -0.0571, 0.1195, -0.1103, -0.1103, NaN, -0.0623, NaN, -0.1761, 1, 0.1195, -0.1667, 0.1071, 0.4001, -0.0891, -0.0417, 0.1195, -0.1455, 0.1384, -0.1103, -0.0625, 0.1893, 0.0067, NaN, -0.0417, -0.1287, -0.0417, 0.1905
-0.0638, -0.0361, -0.1184, -0.0543, -0.0638, -0.0638, 0.2908, NaN, -0.0361, NaN, 0.1408, 0.1195, 1, 0.0184, 0.1195, 0.1965, -0.0516, -0.1103, -0.0638, -0.0842, -0.1019, 0.2908, 0.1008, -0.0516, -0.0933, NaN, -0.1103, -0.0745, 0.1195, 0.0184
-0.1654, 0.2182, 0.1477, 0.0352, 0.0184, 0.2021, -0.1654, NaN, -0.0935, NaN, 0.239, -0.1667, 0.0184, 1, -0.1667, -0.2182, 0.3118, -0.1667, 0.0184, 0.0727, -0.2641, 0.2021, 0.0341, 0.0891, 0.0269, NaN, -0.0476, -0.0322, -0.2857, -0.3333
0.1195, -0.0623, -0.0625, 0.0528, 0.1195, 0.1195, -0.1103, NaN, -0.0623, NaN, -0.0189, 0.1071, 0.1195, -0.1667, 1, 0.0364, -0.0891, 0.4048, -0.1103, -0.1455, 0.1384, -0.1103, 0.0795, -0.0891, 0.0067, NaN, -0.0417, 0.0724, -0.1905, -0.0476
0.1965, -0.0476, -0.1562, -0.1612, -0.0842, -0.0842, -0.0842, NaN, -0.0476, NaN, -0.1345, 0.4001, 0.1965, -0.2182, 0.0364, 1, -0.068, -0.1455, 0.1965, -0.1111, 0.2498, -0.0842, 0.1909, -0.068, -0.1231, NaN, 0.0364, -0.0983, -0.1455, 0.0727
-0.0516, 0.6999, -0.0956, -0.1809, 0.3782, -0.0516, -0.0516, NaN, -0.0292, NaN, -0.0824, -0.0891, -0.0516, 0.3118, -0.0891, -0.068, 1, -0.0891, -0.0516, -0.068, -0.0824, 0.3782, -0.0956, -0.0417, -0.0754, NaN, 0.1893, 0.316, -0.0891, -0.1336
0.3492, -0.0623, -0.2045, -0.1671, 0.3492, 0.1195, -0.1103, NaN, -0.0623, NaN, -0.1761, -0.0417, -0.1103, -0.1667, 0.4048, -0.1455, -0.0891, 1, -0.1103, -0.1455, 0.1384, -0.1103, -0.0625, -0.0891, -0.1612, NaN, -0.0417, 0.0724, -0.1905, -0.0476
0.2908, -0.0361, -0.1184, 0.1154, -0.0638, -0.0638, -0.0638, NaN, -0.0361, NaN, -0.1019, 0.1195, -0.0638, 0.0184, -0.1103, 0.1965, -0.0516, -0.1103, 1, -0.0842, 0.1408, -0.0638, 0.1008, -0.0516, -0.0933, NaN, -0.1103, -0.0745, -0.1103, -0.1654
-0.0842, -0.0476, 0.1909, -0.0269, -0.0842, 0.1965, -0.0842, NaN, 0.4286, NaN, 0.0576, -0.1455, -0.0842, 0.0727, -0.1455, -0.1111, -0.068, -0.1455, -0.0842, 1, -0.1345, 0.1965, -0.1562, -0.068, 0.2872, NaN, -0.1455, -0.0983, 0.2182, 0.0727
0.1408, -0.0576, -0.189, 0.1068, -0.1019, -0.1019, 0.1408, NaN, -0.0576, NaN, -0.1628, 0.1384, -0.1019, -0.2641, 0.1384, 0.2498, -0.0824, 0.1384, 0.1408, -0.1345, 1, -0.1019, -0.039, -0.0824, -0.149, NaN, 0.61, 0.0935, -0.1761, -0.2641
-0.0638, 0.5654, -0.1184, -0.2239, -0.0638, -0.0638, -0.0638, NaN, 0.5654, NaN, 0.1408, -0.1103, 0.2908, 0.2021, -0.1103, -0.0842, 0.3782, -0.1103, -0.0638, 0.1965, -0.1019, 1, -0.1184, -0.0516, -0.0933, NaN, 0.1195, 0.2359, 0.1195, 0.0184
-0.1184, -0.0669, -0.084, 0.1091, -0.1184, -0.1184, -0.1184, NaN, -0.0669, NaN, -0.189, -0.0625, 0.1008, 0.0341, 0.0795, 0.1909, -0.0956, -0.0625, 0.1008, -0.1562, -0.039, -0.1184, 1, 0.17, -0.0128, NaN, -0.0625, 0.0537, -0.2045, -0.1931
-0.0516, -0.0292, 0.4357, 0.2303, -0.0516, -0.0516, -0.0516, NaN, -0.0292, NaN, -0.0824, 0.1893, -0.0516, 0.0891, -0.0891, -0.068, -0.0417, -0.0891, -0.0516, -0.068, -0.0824, -0.0516, 0.17, 1, -0.0754, NaN, -0.0891, -0.0602, -0.0891, -0.1336
-0.0933, -0.0528, 0.1474, 0.0446, -0.0933, 0.1659, -0.0933, NaN, -0.0528, NaN, 0.2058, 0.0067, -0.0933, 0.0269, 0.0067, -0.1231, -0.0754, -0.1612, -0.0933, 0.2872, -0.149, -0.0933, -0.0128, -0.0754, 1, NaN, -0.1612, -0.1089, 0.0067, 0.2955
NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 1, NaN, NaN, NaN, NaN
-0.1103, 0.3273, -0.2045, 0.2726, -0.1103, -0.1103, 0.1195, NaN, -0.0623, NaN, -0.0189, -0.0417, -0.1103, -0.0476, -0.0417, 0.0364, 0.1893, -0.0417, -0.1103, -0.1455, 0.61, 0.1195, -0.0625, -0.0891, -0.1612, NaN, 1, 0.0724, -0.1905, -0.2857
-0.0745, 0.4845, -0.1382, -0.2614, -0.0745, -0.0745, -0.0745, NaN, -0.0421, NaN, -0.119, -0.1287, -0.0745, -0.0322, 0.0724, -0.0983, 0.316, 0.0724, -0.0745, -0.0983, 0.0935, 0.2359, 0.0537, -0.0602, -0.1089, NaN, 0.0724, 1, 0.0724, 0.1287
-0.1103, -0.0623, 0.0795, -0.277, -0.1103, -0.1103, 0.3492, NaN, 0.3273, NaN, -0.1761, -0.0417, 0.1195, -0.2857, -0.1905, -0.1455, -0.0891, -0.1905, -0.1103, 0.2182, -0.1761, 0.1195, -0.2045, -0.0891, 0.0067, NaN, -0.1905, 0.0724, 1, 0.3095
0.0184, -0.0935, 0.1477, -0.1407, 0.0184, 0.0184, -0.1654, NaN, 0.2182, NaN, 0.1132, 0.1905, 0.0184, -0.3333, -0.0476, 0.0727, -0.1336, -0.0476, -0.1654, 0.0727, -0.2641, 0.0184, -0.1931, -0.1336, 0.2955, NaN, -0.2857, 0.1287, 0.3095, 1
