1, 0.1389, -0.045, 0.0099, -0.5689, -0.1178, -0.0624, 0.0954, 0.1129, 0.0883, -0.2187, 0.0726, -0.2488, 0.1236, -0.2265
0.1389, 1, -0.1414, -0.0225, 0.0079, -0.0191, 0.2461, -0.0161, 0.1208, -0.2007, -0.1721, 0.0225, 0.186, -0.281, -0.0489
-0.045, -0.1414, 1, 0.1375, 0.0066, 0.17, -0.0557, -0.0134, -0.0042, -0.3157, 0.1488, 0.2793, 0.1287, -0.0521, -0.0146
0.0099, -0.0225, 0.1375, 1, -0.1825, 0.1144, 0.1141, -0.23, 0.1968, -0.2044, -0.0327, 0.2821, 0.0065, 0, -0.0771
-0.5689, 0.0079, 0.0066, -0.1825, 1, -0.0689, -0.0715, 0.0507, -0.296, 0.0558, -0.0172, -0.071, 0.1831, -0.1267, 0.0695
-0.1178, -0.0191, 0.17, 0.1144, -0.0689, 1, 0.2182, 0.4026, 0.4277, -0.1117, 0.1667, -0.2778, -0.1323, -0.1633, -0.1474
-0.0624, 0.2461, -0.0557, 0.1141, -0.0715, 0.2182, 1, 0.2406, 0.2548, 0.0366, -0.1273, -0.1141, -0.0108, -0.0891, 0.2181
0.0954, -0.0161, -0.0134, -0.23, 0.0507, 0.4026, 0.2406, 1, 0.2557, 0.1799, -0.0525, -0.3707, -0.1112, -0.1715, -0.1411
0.1129, 0.1208, -0.0042, 0.1968, -0.296, 0.4277, 0.2548, 0.2557, 1, 0.0257, 0.148, -0.3581, -0.1437, -0.2417, -0.152
0.0883, -0.2007, -0.3157, -0.2044, 0.0558, -0.1117, 0.0366, 0.1799, 0.0257, 1, -0.2606, -0.1606, -0.327, 0.228, -0.2763
-0.2187, -0.1721, 0.1488, -0.0327, -0.0172, 0.1667, -0.1273, -0.0525, 0.148, -0.2606, 1, -0.2942, 0.0496, -0.3266, 0.0655
0.0726, 0.0225, 0.2793, 0.2821, -0.071, -0.2778, -0.1141, -0.3707, -0.3581, -0.1606, -0.2942, 1, 0.1557, 0.0801, 0.1574
-0.2488, 0.186, 0.1287, 0.0065, 0.1831, -0.1323, -0.0108, -0.1112, -0.1437, -0.327, 0.0496, 0.1557, 1, -0.0405, 0.2716
0.1236, -0.281, -0.0521, 0, -0.1267, -0.1633, -0.0891, -0.1715, -0.2417, 0.228, -0.3266, 0.0801, -0.0405, 1, 0.1204
-0.2265, -0.0489, -0.0146, -0.0771, 0.0695, -0.1474, 0.2181, -0.1411, -0.152, -0.2763, 0.0655, 0.1574, 0.2716, 0.1204, 1
