1, -0.2047, -0.0372, -0.2488, 0.0271, 0.0156, 0.0724, 0.0538, 0.0966, -0.0754, -0.0676, 0.179, -0.2318, 0.0086, 0.1342, 0.0759, -0.1001, -0.2047, -0.0271, -0.2821, -0.0154, 0.2101, -0.3602, -0.0156, -0.0086, 0.1532, -0.1791, -0.1282, 0.0966, -0.0676, -0.2168, 0.3477, 0.0696, -0.1566, 0.295, -0.0816, -0.2414, 0.049, -0.0724, 0.2423, -0.0947, 0.0161, 0.2168, 0.0316, 0.0724
-0.2047, 1, 0.0425, 0.3157, -0.0694, 0.0257, 0.1196, 0.2111, 0.3876, 0.1521, -0.0154, -0.0257, -0.0099, -0.1381, -0.0422, 0.0847, 0.1144, 0.3763, -0.5695, 0.0154, 0.0395, 0.485, 0.1134, -0.3013, 0.2397, 0.1799, -0.2089, -0.197, -0.1824, -0.1255, 0.0056, -0.0099, -0.2044, 0.1613, 0.1144, -0.3814, 0.0456, -0.3456, 0.094, -0.1094, 0.1684, 0.1976, -0.0056, -0.1343, 0.0128
-0.0372, 0.0425, 1, -0.0232, -0.0876, -0.2253, 0.3757, -0.3232, -0.081, 0.0975, 0.2328, -0.1012, -0.2918, -0.2599, -0.215, 0.1679, -0.1813, 0.0425, 0.0065, 0.0606, -0.412, 0.1012, 0.1112, -0.1829, -0.2816, 0.41, 0.1503, -0.1877, 0.1216, 0.135, 0.3323, 0.0619, -0.1557, 0.2509, -0.1813, 0.1686, -0.0405, 0.0372, 0.0038, 0.1503, 0.0425, -0.1486, -0.3323, 0.2609, -0.2884
-0.2488, 0.3157, -0.0232, 1, -0.1751, 0.2139, 0.2633, -0.2366, -0.1041, 0.1033, -0.1282, 0.1007, 0.0795, -0.1716, -0.32, 0.0669, -0.0625, 0.0783, -0.1375, -0.1232, -0.0783, 0.1091, -0.125, -0.2139, 0.1716, 0.0134, -0.1477, -0.0515, -0.1041, 0.2488, 0.2767, -0.1477, -0.3459, 0.0537, 0.3635, -0.384, 0.0521, -0.1282, 0.3462, -0.2613, 0.5531, 0.1562, 0.1523, -0.0625, 0.1414
0.0271, -0.0694, -0.0876, -0.1751, 1, -0.3581, -0.0712, 0.1133, 0.0801, -0.071, 0.0696, -0.4484, -0.1267, -0.1534, -0.0742, -0.1373, 0.2009, 0.1132, 0.2821, 0.0271, 0.0694, -0.1161, 0.0275, 0.4387, 0.0642, 0.0584, -0.0175, -0.0333, 0.0801, 0.0696, -0.1551, -0.0175, 0.0417, -0.1594, -0.1267, -0.0099, -0.1601, -0.1237, -0.0225, 0.2446, -0.4344, -0.1868, 0.1551, -0.1267, -0.0712
0.0156, 0.0257, -0.2253, 0.2139, -0.3581, 1, -0.1623, -0.0829, 0.1612, 0.2143, -0.1128, 0.0552, 0.1627, 0.1041, 0.0543, 0.1266, 0.0528, -0.0661, -0.0452, -0.2762, 0.0661, -0.1364, 0.0035, -0.026, 0.0754, 0.0829, -0.0352, -0.1091, 0.0604, -0.0156, -0.1129, -0.211, 0.1161, -0.1129, 0.1627, -0.2191, 0.2417, -0.0156, -0.0264, -0.211, 0.0257, 0.0269, 0.3619, -0.0571, 0.3094
0.0724, 0.1196, 0.3757, 0.2633, -0.0712, -0.1623, 1, -0.2851, -0.1873, -0.0909, -0.0724, -0.1208, -0.138, -0.1418, -0.142, -0.0803, -0.138, 0.1196, -0.1162, -0.3798, -0.0128, 0.2151, 0.0161, -0.2151, 0.2461, 0.2851, -0.2657, -0.0195, -0.0702, 0.1537, 0.1505, -0.0613, -0.21, 0.1657, 0.2453, -0.3435, -0.1873, 0.3798, -0.1228, 0.0409, 0.1196, 0.1249, -0.054, -0.0102, -0.0965
0.0538, 0.2111, -0.3232, -0.2366, 0.1133, -0.0829, -0.2851, 1, 0.343, -0.2317, -0.1573, -0.0898, 0.1824, 0.2406, 0.3683, 0.2082, -0.2854, -0.0821, -0.1133, -0.0497, 0.2776, 0.2626, -0.011, 0.1693, 0.1413, -0.4485, -0.3555, 0.3482, -0.1929, -0.1573, -0.5229, 0.1123, 0.23, 0.2023, 0.0655, -0.2721, -0.2572, -0.0538, -0.2168, 0.1123, -0.2776, 0.2001, 0.4346, -0.4023, 0.2168
0.0966, 0.3876, -0.081, -0.1041, 0.0801, 0.1612, -0.1873, 0.343, 1, 0.0633, 0.1448, 0.0403, 0.0546, -0.3563, 0.1263, 0.0714, 0.0546, -0.0684, -0.1801, -0.1448, -0.0456, 0.2619, 0.0214, 0.0403, 0.1336, 0.1929, -0.1091, -0.026, 0.125, -0.338, -0.2884, 0.1091, 0.2202, 0.0369, -0.0818, -0.3296, -0.2, -0.2173, 0.0702, 0.1091, -0.1824, 0.1667, 0.1854, -0.2182, 0.1639
-0.0754, 0.1521, 0.0975, 0.1033, -0.071, 0.2143, -0.0909, -0.2317, 0.0633, 1, 0.2793, -0.1293, -0.0829, -0.0226, -0.352, 0.1025, 0.2626, -0.0404, -0.3516, 0.3323, -0.0558, -0.0408, -0.1412, 0.0408, -0.2595, 0.4127, 0.1013, -0.1033, 0.0633, -0.0265, 0.3079, -0.2672, -0.0135, -0.056, -0.0829, -0.047, 0.4644, -0.4342, 0.0909, -0.3593, -0.1367, -0.0422, -0.047, 0.1474, 0.0079
-0.0676, -0.0154, 0.2328, -0.1282, 0.0696, -0.1128, -0.0724, -0.1573, 0.1448, 0.2793, 1, -0.0817, -0.1633, -0.2237, 0.0691, -0.0759, 0.2318, -0.1255, 0.1237, 0.049, -0.3148, 0.0817, -0.0538, -0.179, -0.314, 0.2608, 0.2845, -0.1232, 0.1448, -0.1655, 0.2168, -0.2423, -0.1662, 0.1566, -0.1633, 0.2805, 0.1448, -0.049, -0.0407, 0.1791, -0.2355, -0.177, -0.3163, 0.2318, -0.1854
0.179, -0.0257, -0.1012, 0.1007, -0.4484, 0.0552, -0.1208, -0.0898, 0.0403, -0.1293, -0.0817, 1, 0.0571, 0.0754, 0.1154, -0.1266, 0.0571, -0.3013, -0.1161, -0.1128, -0.0661, 0.2987, -0.0035, -0.1364, 0.0144, 0.0035, -0.2286, 0.0042, 0.3425, 0.3074, 0.1959, -0.0528, -0.1968, 0.1129, 0.1671, 0.0531, -0.0806, 0.1128, 0.0264, 0.0352, 0.2498, -0.0269, -0.1129, 0.277, -0.0264
-0.2318, -0.0099, -0.2918, 0.0795, -0.1267, 0.1627, -0.138, 0.1824, 0.0546, -0.0829, -0.1633, 0.0571, 1, 0.0292, 0.1103, 0.0623, 0.1071, 0.1144, 0.1267, 0.1633, 0.1343, 0.1627, 0.2994, -0.1627, 0.0923, -0.1824, -0.0714, 0.2045, 0.0546, -0.1633, -0.0045, -0.3095, -0.2009, 0.0724, 0.1071, -0.1079, 0.2182, 0.1001, -0.1175, -0.3095, 0.1144, -0.0364, 0.1169, -0.0417, -0.138
0.0086, -0.1381, -0.2599, -0.1716, -0.1534, 0.1041, -0.1418, 0.2406, -0.3563, -0.0226, -0.2237, 0.0754, 0.0292, 1, 0.4051, -0.0891, 0.1507, -0.0366, 0.0642, 0.1161, 0.2397, -0.0754, 0.1451, -0.0144, -0.0079, -0.3361, -0.1166, 0.0557, -0.3563, 0.314, -0.1542, -0.1166, 0.0642, 0.0197, 0.0292, 0.2459, 0.0891, 0.0989, -0.0668, 0.0778, -0.1381, 0.0891, 0.1542, -0.0923, 0.171
0.1342, -0.0422, -0.215, -0.32, -0.0742, 0.0543, -0.142, 0.3683, 0.1263, -0.352, 0.0691, 0.1154, 0.1103, 0.4051, 1, -0.0361, 0.1103, -0.2342, 0.2427, -0.2724, 0.0422, 0.2239, 0.1878, -0.2239, 0.1576, -0.1878, 0.0184, 0.1008, -0.0842, -0.1342, -0.3227, 0.0184, 0.2427, 0.0745, 0.1103, 0.1492, -0.2526, 0.2724, -0.2524, 0.3859, -0.4262, -0.0842, -0.0243, -0.1195, 0.2524
0.0759, 0.0847, 0.1679, 0.0669, -0.1373, 0.1266, -0.0803, 0.2082, 0.0714, 0.1025, -0.0759, -0.1266, 0.0623, -0.0891, -0.0361, 1, -0.3273, 0.0847, -0.1487, 0.0759, -0.0847, 0.1266, -0.098, -0.1266, 0.0891, 0.098, -0.0935, 0.3049, 0.0714, -0.0759, -0.1825, 0.2182, 0.1373, 0.0421, 0.0623, -0.1118, -0.1429, -0.0759, 0.0803, -0.0935, 0.0847, -0.0476, 0.1825, -0.3273, -0.0803
