1, 0.0473, -0.3056, -0.2465, 0.4704, 0.3154, -0.2409, 0.1134, -0.4429, 0.4064, -0.0576, 0.0646, -0.0624, -0.1871, 0.1667, 0.2153, -0.1254, -0.2585, -0.2546, -0.0721, -0.3546, 0.2153, -0.1273, 0.1777, 0.2429, 0.25, -0.277, -0.1254, -0.0602, -0.3005, 0.1865, -0.0364, -0.0646, -0.0824, -0.1531, 0.1667, 0.329, 0.3056, -0.0205, 0.0676
0.0473, 1, 0.3917, 0.2363, 0.3179, 0.1349, 0.1813, -0.5613, -0.3323, 0.3541, -0.3433, -0.412, -0.007, 0.1985, 0.2837, 0.2904, -0.412, 0.1437, -0.4194, -0.3356, -0.0398, -0.1317, 0.0707, 0.2266, -0.2932, 0.4255, 0.1895, 0.1423, 0.3529, -0.0148, -0.2686, -0.0619, -0.0499, -0.0823, 0.1737, -0.3242, 0.3886, -0.1216, -0.1846, 0.0478
-0.3056, 0.3917, 1, 0.0857, -0.0534, -0.2584, 0.4001, -0.2135, 0.1511, 0.177, -0.1345, -0.1976, -0.0576, -0.1361, 0.1111, -0.25, -0.1976, 0.3761, 0.1976, -0.0137, 0.4001, 0.0278, 0.4001, 0.1345, -0.1562, 0.1667, 0.1231, 0.4104, -0.1739, 0.2837, -0.0985, -0.3637, -0.2584, -0.1562, 0.068, -0.1667, -0.1612, -0.5556, -0.0821, -0.0983
-0.2465, 0.2363, 0.0857, 1, 0.1442, 0.0821, 0.1824, -0.4016, 0.0954, 0.1532, 0.2768, -0.1799, 0.2175, 0.3151, -0.2287, 0.1572, 0.0156, 0.0898, -0.4066, -0.2721, -0.0515, 0.0679, 0.1824, -0.2768, -0.2366, 0.0857, 0.5383, -0.0821, 0.289, -0.1494, -0.1412, 0.2058, 0.0821, -0.3482, -0.14, -0.5145, 0.1762, -0.2287, 0.1425, -0.2718
0.4704, 0.3179, -0.0534, 0.1442, 1, 0.2957, -0.3101, -0.2788, -0.3398, 0.2203, 0.0738, -0.1132, -0.0738, 0.049, 0.0534, 0.1968, -0.2044, -0.2871, -0.2519, -0.0726, -0.2009, 0.03, -0.2009, 0.0415, 0.0709, 0.2802, 0.1084, -0.1132, 0.2378, -0.1557, 0.24, 0.1048, 0.2044, -0.1375, -0.2125, -0.1801, 0.1968, 0.1868, -0.2612, -0.1358
0.3154, 0.1349, -0.2584, 0.0821, 0.2957, 1, -0.4875, -0.0219, -0.3814, 0.0154, 0.2392, -0.1684, -0.1078, 0.1675, -0.1976, 0.1596, 0.1435, -0.1176, -0.3514, -0.0883, -0.4875, 0.0646, -0.2388, -0.1078, 0.159, 0.2736, 0.0617, -0.2723, 0.2726, 0.0499, -0.0558, 0.2089, 0.2723, -0.197, -0.121, 0.0684, 0.3417, 0.2584, -0.0786, 0.1748
-0.2409, 0.1813, 0.4001, 0.1824, -0.3101, -0.4875, 1, -0.2359, 0.2203, 0.1001, -0.1761, 0.1144, 0.1761, -0.0891, 0.1455, 0.0136, -0.2587, 0.2726, 0.1343, -0.2203, 0.256, -0.1, 0.4048, 0.1761, -0.2045, -0.0546, -0.0067, 0.3632, -0.1839, -0.0707, -0.0829, -0.3095, -0.2388, -0.2045, 0.0891, -0.0818, -0.0571, -0.4001, 0.1612, -0.1287
0.1134, -0.5613, -0.2135, -0.4016, -0.2788, -0.0219, -0.2359, 1, 0.0099, 0.0696, -0.0738, 0.4782, -0.0415, -0.2942, 0.2135, -0.2802, 0.2044, -0.1161, 0.3432, 0.32, -0.0175, 0.0534, -0.1267, 0.1892, 0.4501, -0.2802, -0.3548, 0.0219, -0.559, 0.0746, 0.3516, -0.1922, -0.1132, 0.2417, -0.1961, 0.4804, -0.0355, 0.0801, 0.2612, 0.1358
-0.4429, -0.3323, 0.1511, 0.0954, -0.3398, -0.3814, 0.2203, 0.0099, 1, -0.2805, 0.2779, 0.0056, 0.0784, 0.0505, -0.4258, -0.5013, 0.2874, 0.0531, 0.3701, 0.0187, 0.2203, 0.0996, 0.2203, -0.2779, -0.1523, -0.0206, 0.0355, 0.0996, -0.0612, 0.1653, 0.134, -0.027, -0.0056, 0.0622, 0.1598, 0.0206, -0.6109, -0.2884, 0.0355, 0.0729
0.4064, 0.3541, 0.177, 0.1532, 0.2203, 0.0154, 0.1001, 0.0696, -0.2805, 1, -0.2031, 0.0947, 0.064, -0.138, 0.3058, -0.004, -0.3456, 0.0817, -0.0947, -0.1174, -0.1633, 0.0966, 0.2318, 0.2031, -0.0025, 0.2173, -0.1961, -0.0154, -0.0911, 0.0372, 0.1773, -0.137, -0.3148, -0.2539, -0.1084, -0.0966, 0.3735, -0.177, -0.0475, 0.1566
