1, -0.0352, -0.1714, -0.1361, 0.026, 0.0355, -0.0097, 0.0196, 0.148, -0.1258, 0.0658, -0.3069, -0.0531, -0.1959, -0.0711, -0.1071, -0.2065, -0.026, -0.3869, -0.2417, 0.0257, 0.2328, -0.0772, 0, -0.0355, -0.2417, -0.1258, -0.0905, 0.1968, 0.513, 0.1071, 0.0711, 0.2175, 0.3677, 0, -0.1161, 0.0299, 0.0528, 0.1714, 0.0355, 0.1612, 0.1176, 0.1071, 0.1071, -0.2774, -0.2645, -0.1012, 0.0097, -0.1007, 0.4318, -0.026, -0.3506, 0.1012, -0.0806, 0.1693, 0.0531, -0.2303, 0.0907, -0.148, -0.0907, 0.1651, -0.0905, 0.0355, 0.0987, 0, 0.0528, 0.1714, 0.026, -0.1161, 0.2789, -0.1968, -0.2789, 0.2109, 0.2522, 0.0452
-0.0352, 1, -0.0088, 0.1169, -0.0352, 0.1922, 0.1664, -0.115, -0.2673, -0.0699, 0.0891, 0.2388, 0.027, -0.1169, -0.0788, 0.2989, 0.0175, 0.211, -0.2381, 0.2182, -0.0099, -0.0963, -0.1455, -0.0436, -0.1048, 0.0436, -0.332, 0.2539, -0.1572, -0.211, 0.1407, 0.1664, -0.1407, 0.2446, 0.0436, -0.1048, -0.2428, -0.0476, -0.1664, 0.2795, -0.2182, -0.2089, -0.2989, 0.0528, 0.1572, 0.0265, -0.0619, 0.0963, 0.3067, 0.1407, -0.0528, 0.211, 0.1503, 0.0436, -0.0187, -0.1169, 0.1782, 0.0364, -0.0891, 0.1455, -0.0778, 0.2539, -0.2446, 0, -0.2182, 0.0476, 0.0088, -0.1231, -0.1048, 0.2967, 0.0699, 0.2428, -0.1013, -0.1664, 0.1572
-0.1714, -0.0088, 1, 0.0612, 0.3137, -0.0032, -0.0467, -0.1089, 0.0164, 0.0771, -0.2294, 0.0537, -0.1868, -0.0612, 0.2882, 0.3331, -0.0835, 0.1714, 0.1664, -0.0401, -0.1811, 0.0338, 0.2274, 0.1204, 0.0835, 0.2006, -0.2442, 0.0338, -0.3245, -0.0097, 0.0711, 0.0338, -0.0711, -0.0771, 0.1204, 0.0835, -0.0215, -0.1839, 0.0467, -0.0032, 0.0401, 0.2763, 0.152, 0.152, 0.0835, 0.3529, -0.0537, 0.0467, 0.2987, 0.152, 0.2522, 0.0097, -0.1903, -0.0401, 0.2271, -0.2265, -0.0164, -0.0234, 0.3113, 0.1906, 0.2288, 0.1143, -0.1639, -0.0983, -0.1204, 0.0788, 0.0467, -0.0905, 0.1639, -0.1868, 0.0835, 0.0215, -0.0152, -0.1948, 0.0032
-0.1361, 0.1169, 0.0612, 1, 0.0299, -0.0726, 0.3092, 0.0852, -0.0505, -0.1551, 0.1178, -0.2488, -0.1036, -0.0662, -0.2265, 0.2191, 0.0924, -0.3619, -0.1529, 0.2884, -0.0996, -0.3522, -0.0137, 0.0412, -0.0099, 0.206, 0.1748, -0.1868, -0.1551, 0.1959, 0.1129, 0.0612, -0.0299, -0.0099, -0.2884, 0.0726, -0.0187, 0.1169, -0.2265, 0.1748, -0.3708, 0.1822, -0.0531, -0.2191, -0.0924, -0.1686, 0.1653, 0.0215, 0.1523, -0.3852, 0.0531, 0.3022, -0.1653, 0.206, 0.0071, -0.1511, -0.1178, -0.1854, 0.2187, -0.3296, -0.0624, -0.1868, -0.2375, -0.2019, -0.3708, -0.0629, 0.3522, 0.0299, 0.2375, -0.1036, 0.0726, -0.236, -0.3879, 0.2695, 0.1551
0.026, -0.0352, 0.3137, 0.0299, 1, 0.3581, -0.0097, 0.0196, -0.0164, 0.1161, -0.0987, -0.062, -0.2191, 0.0531, 0.1714, 0.2987, -0.2065, 0.0552, 0.1407, -0.1612, -0.0661, 0.0711, 0.2585, 0.0806, 0.2871, -0.1612, -0.2871, 0.152, -0.4484, 0.1071, 0.1883, 0.2328, -0.1071, 0.1258, 0.0806, 0.1258, 0.1959, 0.0528, -0.152, -0.1258, 0, 0.1176, 0.1883, 0.1071, 0.1258, 0.062, -0.2645, 0.0905, 0.0042, 0.1883, -0.026, 0.2175, -0.3069, 0, 0.2557, 0.0531, 0.0164, -0.329, 0.1809, -0.0067, -0.1041, -0.0905, -0.1258, 0.0987, -0.0806, 0.1407, -0.0711, -0.2175, 0.2065, 0.1129, -0.0355, 0.0531, -0.1293, 0.1714, -0.1161
0.0355, 0.1922, -0.0032, -0.0726, 0.3581, 1, -0.0032, -0.2368, -0.1961, 0.1186, -0.1144, -0.2368, 0.3398, -0.2573, 0.0032, 0.4484, 0.1186, -0.0355, 0.1922, -0.1601, -0.2957, 0.1574, 0.03, 0.0801, 0.4423, -0.0801, -0.4423, -0.1639, -0.4423, 0.1161, 0.0355, 0.3984, 0.2065, -0.0385, 0, -0.0385, -0.2375, -0.0699, -0.1574, 0.1186, -0.0801, -0.0219, -0.1258, -0.1258, -0.1186, -0.1687, -0.0876, 0.2442, -0.0333, 0.1161, 0.0452, 0.1258, -0.0746, 0.0801, 0.1133, -0.0099, -0.049, -0.0534, -0.049, -0.1968, -0.1534, -0.0835, -0.2821, 0.1961, 0, 0.2795, 0.0032, 0.0355, -0.2788, 0.3398, 0.0417, -0.0099, 0.0135, 0.0835, -0.2788
-0.0097, 0.1664, -0.0467, 0.3092, -0.0097, -0.0032, 1, 0.135, 0.2621, -0.0835, -0.2294, -0.1903, -0.1042, -0.0612, 0.0467, -0.3137, 0.0771, -0.3137, -0.359, -0.1204, 0.1848, -0.0467, 0.0602, 0.2809, -0.0771, 0.0401, -0.0032, -0.0467, -0.0835, -0.0097, 0.152, -0.1272, -0.3137, 0.1639, -0.1204, -0.2378, 0.0612, -0.0088, -0.3559, 0.1574, 0.1204, 0.0933, 0.0711, -0.0905, -0.2378, 0.0276, -0.0537, -0.1948, -0.0146, -0.0097, -0.2328, 0.3331, 0.0537, 0.4414, 0.3131, 0.2695, 0.0655, -0.0234, 0.0655, 0.107, -0.1287, -0.2882, 0.0771, -0.0164, -0.0401, 0.0788, 0.2077, 0.152, 0.1639, -0.0215, -0.2378, 0.0215, -0.1847, 0.2077, -0.0771
0.0196, -0.115, -0.1089, 0.0852, 0.0196, -0.2368, 0.135, 1, -0.1158, 0.0065, 0.1323, 0.0969, -0.1653, 0.0818, 0.0276, -0.1829, -0.4802, 0.1437, -0.115, -0.1216, 0.1349, 0.135, -0.1216, 0.1216, -0.0065, 0.2026, 0.3309, 0.2163, 0.0876, 0.1829, -0.1437, 0.0537, -0.3461, 0.0746, -0.3647, -0.0065, 0.0017, 0.0619, 0.1089, -0.1557, 0.2026, -0.0499, 0.3461, 0.2645, -0.0065, 0.1494, 0.0673, -0.135, -0.1287, 0.2645, -0.1012, -0.2645, -0.1494, -0.1216, -0.1112, -0.0852, -0.0496, -0.0371, -0.1323, -0.0473, 0.0794, -0.1089, 0.0065, 0.2812, 0.1216, 0.0619, -0.0537, 0.1012, -0.0876, 0.1686, 0.0746, -0.0852, 0.1591, 0.1903, -0.0065
0.148, -0.2673, 0.0164, -0.0505, -0.0164, -0.1961, 0.2621, -0.1158, 1, -0.4413, -0.25, -0.2812, -0.2187, 0.1346, 0.2294, -0.3125, -0.0327, 0.0987, -0.1782, -0.4082, 0.0186, 0.0983, 0.1021, 0.1633, -0.1307, -0.2449, 0.1307, -0.2294, -0.0327, 0.0658, -0.0987, -0.0655, 0.0987, -0.2125, 0.0816, -0.2125, 0.3701, 0.1782, -0.0164, -0.0327, 0.1633, 0.2048, 0.148, -0.0987, -0.1307, -0.0496, -0.4632, -0.2621, -0.255, -0.0987, -0.148, 0.0164, 0.2978, -0.0816, 0.1225, 0.2187, 0.1667, 0.1021, -0.0833, 0.068, 0.1455, -0.0655, 0.2942, -0.0833, 0, -0.0891, 0.2294, 0.2303, 0.1961, -0.2187, -0.1307, -0.2019, 0.1034, 0.0655, -0.049
-0.1258, -0.0699, 0.0771, -0.1551, 0.1161, 0.1186, -0.0835, 0.0065, -0.4413, 1, -0.2778, -0.0746, 0.0924, -0.0924, -0.0771, -0.0355, 0.1186, -0.1161, 0.1922, -0.0801, -0.1132, 0.2378, -0.1368, 0.1601, 0.0417, 0.0801, -0.3622, 0.0771, 0.1186, 0.1161, -0.0452, 0.1574, -0.2774, 0.2019, 0, 0.2019, -0.0726, -0.4193, 0.0835, -0.2019, 0.0801, -0.1132, 0.0355, 0.1968, -0.1987, 0.3179, 0.2368, 0.3245, -0.0333, 0.2774, -0.0355, 0.0452, -0.2368, 0.1601, 0.1133, -0.0099, 0.1144, 0.03, -0.049, -0.1968, -0.1534, -0.1639, 0.0385, 0.1961, 0.3203, 0.2795, -0.1574, -0.3677, -0.2788, -0.0726, 0.2019, 0.2375, 0.0135, 0.0032, -0.0385
