1, 0.2753, -0.0932, 0.1381, -0.1413, 0.0891, -0.0086, -0.1455, -0.0458, -0.0715
0.2753, 1, 0.0807, -0.2263, 0.2168, 0.281, 0.2668, 0.0191, -0.1847, 0.1898
-0.0932, 0.0807, 1, -0.2189, 0.0106, -0.1231, -0.1961, 0.0754, 0.1425, -0.1351
0.1381, -0.2263, -0.2189, 1, -0.1134, 0.1064, 0.0154, -0.1117, -0.3089, -0.0404
-0.1413, 0.2168, 0.0106, -0.1134, 1, -0.0857, 0.1532, 0.0525, -0.011, 0.0507
0.0891, 0.281, -0.1231, 0.1064, -0.0857, 1, 0.3058, 0, -0.0857, 0.0422
-0.0086, 0.2668, -0.1961, 0.0154, 0.1532, 0.3058, 1, -0.0394, -0.2608, 0.0265
-0.1455, 0.0191, 0.0754, -0.1117, 0.0525, 0, -0.0394, 1, 0.2275, -0.2413
-0.0458, -0.1847, 0.1425, -0.3089, -0.011, -0.0857, -0.2608, 0.2275, 1, -0.1303
-0.0715, 0.1898, -0.1351, -0.0404, 0.0507, 0.0422, 0.0265, -0.2413, -0.1303, 1
