1, 0.0033, -0.1019, -0.0189, -0.0576, -0.119, 0.0941, 0.2306, -0.1679, 0.3835, NaN, 0.1384, 0.064, 0.2498, -0.149, -0.1781, 0.1254, 0.0751
0.0033, 1, -0.1019, 0.1384, -0.0576, 0.0935, -0.1412, 0.0865, -0.1679, -0.1019, NaN, -0.0189, 0.2031, 0.2498, 0.2058, -0.0432, -0.2229, -0.064
-0.1019, -0.1019, 1, -0.1103, -0.0361, 0.2359, 0.2063, 0.2948, 0.1742, -0.0638, NaN, 0.1195, -0.1342, -0.0842, -0.0933, 0.142, 0.0543, 0.1342
-0.0189, 0.1384, -0.1103, 1, -0.0623, 0.4746, -0.2004, 0.1909, -0.3132, 0.1195, NaN, -0.0417, 0.1633, 0.2182, 0.3425, -0.3934, 0.0571, -0.0316
-0.0576, -0.0576, -0.0361, -0.0623, 1, -0.0421, -0.175, -0.0714, -0.1025, -0.0361, NaN, -0.0623, -0.0759, -0.0476, -0.0528, 0.0803, -0.1612, 0.0759
-0.119, 0.0935, 0.2359, 0.4746, -0.0421, 1, 0.0903, 0.2212, -0.2117, -0.0745, NaN, 0.0724, 0.1993, 0.1474, 0.3448, -0.1795, -0.0356, -0.1993
0.0941, -0.1412, 0.2063, -0.2004, -0.175, 0.0903, 1, 0.2041, 0.4999, 0.0344, NaN, -0.0891, 0.2365, 0.1361, 0.1759, -0.0765, 0.0987, -0.3351
0.2306, 0.0865, 0.2948, 0.1909, -0.0714, 0.2212, 0.2041, 1, 0.1689, 0.0842, NaN, 0.0546, 0.2173, 0.5, 0.1231, -0.3044, -0.1612, 0.0241
-0.1679, -0.1679, 0.1742, -0.3132, -0.1025, -0.2117, 0.4999, 0.1689, 1, -0.1813, NaN, -0.1981, 0.3323, -0.0985, -0.0052, 0.2056, -0.0442, -0.3323
0.3835, -0.1019, -0.0638, 0.1195, -0.0361, -0.0745, 0.0344, 0.0842, -0.1813, 1, NaN, 0.1195, -0.1342, -0.0842, -0.0933, -0.2524, 0.2239, -0.0691
NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 1, NaN, NaN, NaN, NaN, NaN, NaN, NaN
0.1384, -0.0189, 0.1195, -0.0417, -0.0623, 0.0724, -0.0891, 0.0546, -0.1981, 0.1195, NaN, 1, -0.2318, 0.0364, -0.1612, -0.138, 0.3869, 0.1001
0.064, 0.2031, -0.1342, 0.1633, -0.0759, 0.1993, 0.2365, 0.2173, 0.3323, -0.1342, NaN, -0.2318, 1, 0.4667, 0.101, 0.0724, -0.1128, -0.1841
0.2498, 0.2498, -0.0842, 0.2182, -0.0476, 0.1474, 0.1361, 0.5, -0.0985, -0.0842, NaN, 0.0364, 0.4667, 1, 0.0821, -0.281, -0.1074, 0.0161
-0.149, 0.2058, -0.0933, 0.3425, -0.0528, 0.3448, 0.1759, 0.1231, -0.0052, -0.0933, NaN, -0.1612, 0.101, 0.0821, 1, -0.3689, -0.1686, -0.2496
-0.1781, -0.0432, 0.142, -0.3934, 0.0803, -0.1795, -0.0765, -0.3044, 0.2056, -0.2524, NaN, -0.138, 0.0724, -0.281, -0.3689, 1, -0.2151, 0.0407
0.1254, -0.2229, 0.0543, 0.0571, -0.1612, -0.0356, 0.0987, -0.1612, -0.0442, 0.2239, NaN, 0.3869, -0.1128, -0.1074, -0.1686, -0.2151, 1, -0.0817
0.0751, -0.064, 0.1342, -0.0316, 0.0759, -0.1993, -0.3351, 0.0241, -0.3323, -0.0691, NaN, 0.1001, -0.1841, 0.0161, -0.2496, 0.0407, -0.0817, 1
