1, 0.1064, 0.2584, 0.1667, -0.0594, -0.1976, -0.0983, -0.1455, -0.0456, 0.183
0.1064, 1, 0.0644, -0.1596, 0.0366, -0.1435, -0.1748, -0.0099, -0.2474, 0.1521
0.2584, 0.0644, 1, 0.2204, -0.065, 0.0644, -0.1748, 0.1144, -0.0395, -0.1367
0.1667, -0.1596, 0.2204, 1, -0.2821, -0.1596, 0.086, 0.0136, -0.1596, -0.1865
-0.0594, 0.0366, -0.065, -0.2821, 1, 0.0366, -0.0197, -0.0292, -0.065, 0.1166
-0.1976, -0.1435, 0.0644, -0.1596, 0.0366, 1, -0.0067, 0.2388, 0.0644, -0.1367
-0.0983, -0.1748, -0.1748, 0.086, -0.0197, -0.0067, 1, 0.0724, -0.1748, -0.056
-0.1455, -0.0099, 0.1144, 0.0136, -0.0292, 0.2388, 0.0724, 1, -0.0099, 0.0322
-0.0456, -0.2474, -0.0395, -0.1596, -0.065, 0.0644, -0.1748, -0.0099, 1, 0.0558
0.183, 0.1521, -0.1367, -0.1865, 0.1166, -0.1367, -0.056, 0.0322, 0.0558, 1
