1, 0.0174, 0.0842, -0.0364, -0.0727, -0.2079, -0.0312, 0.1562, -0.1236, 0, 0.0667, 0.068, 0.1361, 0.068, -0.0842, -0.0161, -0.1345, 0.1873, 0.0842, 0.1361, 0.0476, 0.0983, 0.0891, 0, 0.0476, 0.0821, -0.0476, 0.3932, 0.0985, 0.0278, -0.0422, 0.0476, 0.2722, -0.2498, 0.0572, 0.2392, 0.2722, -0.1361, 0.0821, -0.0891, 0.2566, -0.177, 0.1249, 0.177, 0.2584
0.0174, 1, 0.1184, 0.0625, -0.1931, -0.1762, 0.59, -0.0515, -0.1523, -0.1041, 0.3644, -0.17, -0.255, 0.0956, -0.1184, -0.1232, 0.111, -0.3462, -0.1008, -0.2763, 0.0669, -0.0537, -0.0603, -0.17, -0.3049, -0.0128, 0.3049, -0.1382, 0.0066, 0.2993, 0.0066, 0.0669, 0.2763, 0.039, 0.0134, 0.2264, -0.0956, 0.0638, -0.173, 0.1762, -0.0823, 0.1282, 0.4681, 0.1232, -0.0404
0.0842, 0.1184, 1, -0.1103, -0.2021, -0.03, 0.142, 0.1008, 0.0243, 0.1263, 0.0842, -0.0516, -0.0344, 0.3782, 0.0638, -0.0691, 0.1019, 0.0552, -0.0638, 0.0344, -0.0361, -0.0745, -0.03, 0.0344, -0.0361, 0.0933, 0.0361, 0.0745, 0.1742, -0.1614, -0.0036, -0.0361, -0.0344, -0.1019, 0.1733, -0.0036, 0.0516, -0.2063, -0.1659, 0.2176, 0.0444, -0.0691, 0.142, -0.1342, 0.1498
-0.0364, 0.0625, -0.1103, 1, 0.0476, -0.0923, 0.2453, -0.0625, 0.2293, -0.0546, 0, -0.0891, -0.3563, -0.0891, 0.1103, 0.2318, -0.1384, -0.1175, -0.1103, 0.245, -0.0623, 0.0724, -0.2138, -0.2004, -0.0623, -0.1746, -0.3273, -0.2735, 0.1474, 0.1, 0.0322, -0.0623, -0.3563, -0.0189, -0.2854, 0.1474, 0.0891, 0.3118, -0.0067, -0.1507, -0.0707, 0.1001, 0.2453, -0.2318, 0.0099
-0.0727, -0.1931, -0.2021, 0.0476, 1, -0.2138, -0.0613, 0.1931, 0.2967, -0.1091, -0.2182, -0.0891, -0.3563, -0.0891, 0.0184, 0.2845, -0.1384, 0.0613, -0.0184, 0.2673, 0.0935, 0.0322, -0.1166, -0.1782, 0.0935, 0.0269, -0.0935, -0.0322, -0.3593, 0.1455, 0.1935, 0.0935, -0.2673, 0.1384, -0.3555, 0.0092, 0.0891, 0.0891, -0.2417, -0.0778, -0.3802, -0.0316, -0.0613, 0.137, -0.388
-0.2079, -0.1762, -0.03, -0.0923, -0.2138, 1, -0.1418, -0.0557, -0.0294, 0.3563, 0.0891, 0.1273, 0.1455, 0.1273, 0.4051, -0.0086, 0.3903, 0.0375, 0.1576, -0.2364, 0.0891, 0.0197, 0.0079, 0.2182, 0.0891, -0.0932, 0.2291, -0.1839, 0.3536, -0.1893, -0.2106, -0.2291, 0.0546, -0.1335, 0.2406, -0.1166, -0.1273, -0.2182, 0.1809, -0.1071, 0.0108, -0.2237, -0.0375, -0.2065, -0.1665
-0.0312, 0.59, 0.142, 0.2453, -0.0613, -0.1418, 1, 0.0195, -0.054, 0.0702, 0.3746, -0.1243, -0.4015, 0.1147, -0.142, -0.1854, -0.0918, -0.5614, -0.2524, -0.0765, 0.0803, 0.1657, -0.1418, -0.0765, -0.2542, 0.0807, -0.0803, -0.1657, 0.1068, 0.359, 0.0079, 0.0803, 0.1721, -0.1781, -0.1847, -0.0909, -0.1147, 0.1721, -0.2075, 0.2461, -0.1936, 0.2668, 0.5614, 0.1854, -0.2263
0.1562, -0.0515, 0.1008, -0.0625, 0.1931, -0.0557, 0.0195, 1, -0.0622, -0.2863, -0.4685, -0.0956, -0.0638, 0.17, 0.1184, -0.0025, 0.039, -0.0195, 0.32, 0.0638, -0.0669, -0.1382, -0.1716, -0.0425, 0.3049, 0.0128, 0.0669, 0.1382, 0.1033, 0.1345, -0.1165, -0.0669, 0.3613, 0.111, 0.0982, -0.0066, 0.0956, -0.17, 0.0128, -0.0603, 0.1877, -0.1282, -0.1024, 0.1282, 0.2777
-0.1236, -0.1523, 0.0243, 0.2293, 0.2967, -0.0294, -0.054, -0.0622, 1, 0.0206, -0.1236, -0.2607, -0.286, -0.0505, 0.1492, 0.38, 0.0404, 0.1505, 0.1978, 0.2019, 0.1118, 0.079, -0.1211, 0.0336, -0.1825, 0.0913, -0.1118, -0.2309, -0.047, -0.0721, 0.3879, -0.1825, -0.4542, 0.1971, -0.0954, 0.04, 0.0505, -0.0336, -0.0355, -0.0624, -0.2488, -0.1174, 0.0425, 0.1174, -0.0883
0, -0.1041, 0.1263, -0.0546, -0.1091, 0.3563, 0.0702, -0.2863, 0.0206, 1, 0.4, 0.1021, 0.1021, 0.1021, -0.1263, -0.1448, -0.2017, -0.0702, -0.0842, -0.2041, 0.0714, 0.1474, 0.245, 0.3062, 0.0714, -0.0308, -0.0714, -0.1474, 0.2533, -0.1667, -0.1689, 0.0714, -0.1021, -0.2306, 0.0857, -0.2744, 0.1531, 0, -0.1846, 0.0891, -0.1216, -0.1448, 0.3044, -0.2173, -0.1824
