1, 0.1071, 0.0204, -0.0204, 0.0292, -0.0935, 0.1266, 0.0204, -0.0204, -0.0669, 0.0623, 0.2182, NaN, -0.0623, -0.1071, 0.1071, 0.0669, -0.6999, -0.0847, -0.1373, -0.0528, 0.1825, 0.0528, -0.0576, 0.0891, 0.1548, -0.1373, -0.0576, 0.3049, 0.1825, -0.0292, -0.0528, -0.1429, -0.1266, 0.0935, 0.0714, 0.1612, 0.0292, 0.0361, -0.1071, 0.0891, -0.0576, -0.0528, -0.0847, 0.0204, -0.0935, -0.0623, 0.0292, -0.0669, 0.2082, -0.199, 0.1266, -0.3869, NaN, 0.0669, 0.0361, -0.1679, -0.1166, 0.0847, -0.0759, 0.3869, -0.1025, -0.0361, 0.0528, 0.0623, NaN, 0.0204, -0.1266, -0.1429, -0.0576, 0.0623, -0.0669, 0.0361, -0.0576, -0.1071
0.1071, 1, -0.1071, 0.1071, 0.0595, -0.3273, 0.1746, -0.1071, -0.1905, 0.1345, 0.0136, 0.0364, NaN, -0.1273, 0.0417, 0.1319, 0.1909, 0.0595, -0.0304, -0.1968, 0.0205, -0.0996, 0.2359, 0.1825, -0.1893, -0.1438, 0.3036, -0.1777, -0.1909, -0.1854, -0.2722, -0.2359, -0.0833, -0.0067, 0.4183, 0.25, 0.5809, 0.0595, -0.1895, -0.0451, 0.1819, 0.0624, 0.1487, -0.2204, 0.1905, -0.0546, 0.2137, 0.0595, -0.0824, -0.0214, -0.1865, 0.3425, -0.0205, NaN, 0.1909, -0.1895, -0.0473, -0.3232, 0.1254, -0.2052, -0.2359, 0.0106, 0.014, -0.1487, 0.1273, NaN, -0.1071, -0.2585, 0.0833, -0.0576, 0.1273, -0.2993, -0.1895, -0.2978, 0.2153
0.0204, -0.1071, 1, 0.0204, -0.0292, 0.0935, -0.1266, -0.0204, 0.0204, -0.3049, -0.0623, 0.0935, NaN, 0.0623, 0.1071, 0.1905, -0.0669, -0.0292, 0.0847, 0.1373, 0.0528, 0.1118, -0.0528, -0.3541, -0.0891, 0.1319, -0.1487, 0.0576, 0.0669, 0.1118, 0.0292, 0.0528, -0.1429, -0.1612, 0.2182, -0.0714, 0.1266, -0.0292, -0.0361, 0.1071, -0.0891, 0.0576, -0.3869, -0.241, -0.0204, 0.0935, 0.0623, -0.0292, 0.0669, -0.2082, -0.1025, -0.1266, 0.3869, NaN, -0.0669, -0.0361, -0.1216, 0.1166, 0.241, 0.0759, 0.0528, -0.199, 0.0361, 0.3869, -0.0623, NaN, -0.0204, -0.1612, 0.1429, 0.0576, 0.3273, 0.0669, -0.0361, 0.0576, 0.1071
-0.0204, 0.1071, 0.0204, 1, 0.0292, -0.0935, 0.1266, 0.0204, -0.0204, 0.3049, -0.3273, -0.0935, NaN, -0.0623, 0.1905, 0.1071, 0.0669, 0.0292, 0.241, 0.1487, -0.0528, 0.1825, 0.0528, -0.0576, 0.0891, -0.1319, -0.1373, -0.0576, -0.0669, -0.1118, -0.0292, -0.0528, 0.1429, 0.1612, -0.2182, 0.0714, 0.1612, 0.0292, 0.0361, -0.1071, 0.0891, -0.0576, -0.0528, 0.241, 0.0204, 0.2182, 0.3273, 0.0292, 0.3049, -0.098, 0.1025, -0.1612, 0.0528, NaN, 0.0669, -0.5654, -0.1679, 0.175, 0.0847, -0.0759, -0.0528, -0.1025, 0.5654, 0.0528, -0.3273, NaN, -1, 0.1612, 0.1429, -0.0576, 0.0623, -0.0669, -0.5654, -0.0576, -0.1071
0.0292, 0.0595, -0.0292, 0.0292, 1, -0.0891, 0.0247, -0.0292, 0.0292, 0.0956, -0.0891, 0.1336, NaN, 0.0891, 0.1531, -0.1531, -0.0956, -0.0417, 0.121, -0.0082, 0.0754, -0.0505, -0.0754, 0.0824, 0.1, -0.2212, -0.0082, -0.2118, 0.0956, -0.0505, 0.0417, 0.0754, 0, -0.0247, -0.1336, -0.1021, -0.0247, -0.0417, -0.0516, -0.0595, -0.1273, 0.0824, 0.0754, 0.121, -0.0292, 0.1336, 0.0891, -0.0417, -0.17, 0.14, -0.1465, 0.0247, -0.0754, NaN, 0.17, -0.0516, -0.1737, -0.0417, -0.121, 0.1084, 0.0754, 0.1465, 0.0516, -0.0754, -0.0891, NaN, -0.0292, -0.0247, 0, 0.0824, -0.0891, -0.17, -0.0516, 0.0824, -0.0595
-0.0935, -0.3273, 0.0935, -0.0935, -0.0891, 1, -0.211, -0.2182, -0.0935, 0.0341, 0.1667, -0.2381, NaN, -0.1667, -0.0364, -0.3273, -0.4885, 0.1336, 0.1094, 0.4193, -0.1074, 0.2068, -0.2955, -0.1384, 0.0194, 0.0088, -0.4543, 0.4905, 0.1477, 0.4766, -0.1336, 0.1612, 0.1309, 0.211, -0.2381, -0.1091, -0.3165, -0.0891, 0.1654, 0.0546, -0.175, -0.1384, -0.2417, 0.2089, 0.0935, -0.0476, -0.0476, -0.0891, 0.2613, 0.1123, 0.1935, -0.3869, 0.2417, NaN, -0.2613, -0.0184, 0.0265, 0.5345, -0.1094, -0.137, 0.1612, 0.1751, 0.0184, 0.2417, -0.1905, NaN, 0.0935, 0.1231, -0.2182, -0.0126, -0.1905, 0.4885, 0.1654, 0.239, -0.3091
0.1266, 0.1746, -0.1266, 0.1266, 0.0247, -0.211, 1, -0.1266, 0.1266, 0.1007, -0.277, -0.0352, NaN, 0.1671, -0.0067, 0.0067, 0.0042, -0.1809, 0.158, -0.1161, 0.2033, -0.2191, -0.0794, -0.2229, -0.0144, 0.1714, 0.3677, -0.1068, -0.0042, -0.2191, -0.0247, -0.0446, -0.3223, -0.1071, -0.1407, -0.0403, 0.3799, 0.0247, 0.1154, -0.0907, 0.3446, 0.0093, -0.1686, 0.158, -0.1266, 0.1407, -0.1627, 0.2303, 0.1007, 0.0035, 0.2143, 0.2695, -0.0794, NaN, 0.1091, -0.0543, -0.0196, -0.2632, 0.1176, -0.1128, -0.0446, -0.1293, 0.0543, 0.1686, 0.0528, NaN, -0.1266, -0.1071, 0.1612, -0.3391, -0.1671, -0.3188, -0.0543, 0.0093, 0.329
0.0204, -0.1071, -0.0204, 0.0204, -0.0292, -0.2182, -0.1266, 1, 0.0204, 0.0669, -0.0623, 0.0935, NaN, 0.0623, 0.1071, -0.1071, 0.3049, -0.0292, 0.0847, -0.1487, 0.0528, 0.1118, 0.3869, 0.0576, 0.2291, -0.1548, -0.1487, 0.0576, -0.3049, 0.1118, 0.0292, 0.0528, 0.1429, 0.1266, -0.0935, -0.0714, 0.1266, -0.0292, -0.0361, 0.1071, -0.0891, 0.0576, 0.0528, 0.0847, -0.0204, 0.0935, 0.0623, -0.0292, 0.0669, -0.2082, 0.199, -0.1266, -0.0528, NaN, -0.0669, -0.0361, -0.1216, 0.1166, -0.0847, 0.0759, 0.0528, -0.199, 0.0361, -0.0528, -0.0623, NaN, -0.0204, 0.1266, -0.1429, 0.0576, -0.0623, 0.0669, -0.0361, 0.0576, 0.1071
-0.0204, -0.1905, 0.0204, -0.0204, 0.0292, -0.0935, 0.1266, 0.0204, 1, -0.0669, 0.0623, -0.0935, NaN, -0.0623, -0.1071, 0.1071, -0.3049, -0.6999, -0.0847, -0.1373, -0.0528, -0.1118, 0.0528, -0.0576, 0.0891, 0.1548, 0.1487, -0.0576, -0.0669, -0.1118, -0.0292, -0.0528, -0.1429, -0.1266, 0.0935, 0.0714, 0.1612, 0.0292, 0.0361, -0.1071, 0.0891, 0.3541, -0.0528, -0.0847, -1, -0.0935, -0.0623, 0.0292, -0.0669, -0.098, 0.1025, 0.1266, -0.3869, NaN, 0.0669, 0.0361, 0.1216, -0.1166, 0.0847, 0.269, -0.0528, -0.1025, -0.0361, 0.0528, 0.0623, NaN, 0.0204, -0.1266, 0.1429, -0.0576, -0.3273, -0.0669, 0.0361, -0.0576, 0.1905
-0.0669, 0.1345, -0.3049, 0.3049, 0.0956, 0.0341, 0.1007, 0.0669, -0.0669, 1, -0.0795, -0.1931, NaN, -0.2045, 0.1909, -0.0824, 0.2195, 0.0956, -0.0404, 0.1751, -0.0128, 0.1695, 0.173, 0.261, -0.0557, -0.1191, -0.3459, -0.039, -0.2195, -0.045, -0.0956, -0.0128, 0.3644, 0.5286, -0.2613, 0.1041, 0.1091, 0.0956, 0.1184, -0.1345, -0.0557, -0.189, 0.1474, 0.3157, 0.0669, -0.1931, -0.0625, -0.17, 0.187, -0.0982, 0.3363, -0.0042, -0.3076, NaN, 0.084, -0.5392, 0.0823, 0.0425, -0.3157, -0.2488, -0.173, 0.1033, 0.1008, 0.0128, -0.0795, NaN, -0.3049, 0.3188, 0.0521, -0.189, -0.5055, 0.458, -0.32, -0.189, -0.1345
