GeneticAlgorithm`1, 0050, CBinaryMax3SatEvaluation, 5, 1, 0, 0, 50, 
GeneticAlgorithm`1, 0.01050, CBinaryMax3SatEvaluation, 5, 1, 0, 0, 100, 
GeneticAlgorithm`1, 0.05050, CBinaryMax3SatEvaluation, 5, 1, 0, 0, 150, 
GeneticAlgorithm`1, 0.1050, CBinaryMax3SatEvaluation, 5, 1, 0, 0, 200, 
GeneticAlgorithm`1, 0.2050, CBinaryMax3SatEvaluation, 5, 1, 0, 0, 250, 
GeneticAlgorithm`1, 0.5050, CBinaryMax3SatEvaluation, 5, 1, 0, 0, 300, 
GeneticAlgorithm`1, 1050, CBinaryMax3SatEvaluation, 5, 1, 0, 0, 350, 
GeneticAlgorithm`1, 00.0150, CBinaryMax3SatEvaluation, 5, 1, 0, 0, 400, 
GeneticAlgorithm`1, 0.010.0150, CBinaryMax3SatEvaluation, 5, 1, 0, 0, 450, 
GeneticAlgorithm`1, 0.050.0150, CBinaryMax3SatEvaluation, 5, 1, 0, 0, 500, 
GeneticAlgorithm`1, 0.10.0150, CBinaryMax3SatEvaluation, 5, 1, 0, 0, 550, 
GeneticAlgorithm`1, 0.20.0150, CBinaryMax3SatEvaluation, 5, 1, 0.0010053, 0, 600, 
GeneticAlgorithm`1, 0.50.0150, CBinaryMax3SatEvaluation, 5, 1, 0, 0, 650, 
GeneticAlgorithm`1, 10.0150, CBinaryMax3SatEvaluation, 5, 1, 0, 0, 700, 
GeneticAlgorithm`1, 00.0550, CBinaryMax3SatEvaluation, 5, 1, 0, 0, 750, 
GeneticAlgorithm`1, 0.010.0550, CBinaryMax3SatEvaluation, 5, 1, 0, 0, 800, 
GeneticAlgorithm`1, 0.050.0550, CBinaryMax3SatEvaluation, 5, 1, 0, 0, 850, 
GeneticAlgorithm`1, 0.10.0550, CBinaryMax3SatEvaluation, 5, 1, 0, 0, 900, 
GeneticAlgorithm`1, 0.20.0550, CBinaryMax3SatEvaluation, 5, 1, 0, 0, 950, 
GeneticAlgorithm`1, 0.50.0550, CBinaryMax3SatEvaluation, 5, 1, 0, 0, 1000, 
GeneticAlgorithm`1, 10.0550, CBinaryMax3SatEvaluation, 5, 1, 0, 0, 1050, 
GeneticAlgorithm`1, 00.150, CBinaryMax3SatEvaluation, 5, 1, 0, 0, 1100, 
GeneticAlgorithm`1, 0.010.150, CBinaryMax3SatEvaluation, 5, 1, 0, 0, 1150, 
GeneticAlgorithm`1, 0.050.150, CBinaryMax3SatEvaluation, 5, 1, 0, 0, 1200, 
GeneticAlgorithm`1, 0.10.150, CBinaryMax3SatEvaluation, 5, 1, 0, 0, 1250, 
GeneticAlgorithm`1, 0.20.150, CBinaryMax3SatEvaluation, 5, 1, 0, 0, 1300, 
GeneticAlgorithm`1, 0.50.150, CBinaryMax3SatEvaluation, 5, 1, 0, 0, 1350, 
GeneticAlgorithm`1, 10.150, CBinaryMax3SatEvaluation, 5, 1, 0, 0, 1400, 
GeneticAlgorithm`1, 00.250, CBinaryMax3SatEvaluation, 5, 1, 0, 0, 1450, 
GeneticAlgorithm`1, 0.010.250, CBinaryMax3SatEvaluation, 5, 1, 0, 0, 1500, 
GeneticAlgorithm`1, 0.050.250, CBinaryMax3SatEvaluation, 5, 1, 0, 0, 1550, 
GeneticAlgorithm`1, 0.10.250, CBinaryMax3SatEvaluation, 5, 1, 0, 0, 1600, 
GeneticAlgorithm`1, 0.20.250, CBinaryMax3SatEvaluation, 5, 1, 0, 0, 1650, 
GeneticAlgorithm`1, 0.50.250, CBinaryMax3SatEvaluation, 5, 1, 0, 0, 1700, 
GeneticAlgorithm`1, 10.250, CBinaryMax3SatEvaluation, 5, 1, 0, 0, 1750, 
